run,temp,L1temp,L2temp,L3temp,L4temp,L5temp,temp2,L1temp2,L2temp2,L3temp2,L4temp2,L5temp2,tlin,tsq
972,.005926,-.0061636,-.0064154,.0002782,-.0027972,.000666,-.0003501,.0002894,.0001007,-.0000885,.0001311,-.000045,-.008506,.0000376
973,.0079337,-.0114151,-.0066229,-.0084899,-.0033903,.0087712,-.000423,.0003486,.0001505,.0000596,.0002222,-.0002538,-.0132133,.0001041
974,.0059769,-.0064508,-.0097629,.0019151,-.0035093,.0033818,-.0004441,.0002583,.0001047,-.000163,.0001149,-.0001357,-.0084492,-.000265
975,.0148887,-.0052703,-.0022918,-.0012537,.0027557,-.0020586,-.0005681,.0002257,.0000429,-.0000398,-.0000289,.0000101,.0067699,-.0003581
976,.0113988,-.0050492,-.0111889,.0013991,.0002642,.0126774,-.0004703,.0002686,.0002334,-.0001675,-1.42e-06,-.0003924,.0095014,-.0005296
977,.0091951,-.0067146,-.0048834,-.0000273,-.0013663,.0067195,-.000368,.0002717,.0000969,-.0001099,.0000898,-.0002142,.0029229,-.0002337
978,.0125052,-.0003283,-.0100719,.0009075,-.0035834,-.0036174,-.0007283,.0002234,.0002575,-.0000773,.000134,.0000379,-.0041885,-.0001529
979,.0057743,-.0135335,-.0141109,-.0044322,-.0070978,.0067875,-.0004102,.000395,.0002334,-.0000571,.0001193,-.0001948,-.0266125,.0000856
980,.0157182,-.0020971,-.0095582,-.0037578,-.0008146,-.0012617,-.0007051,.0001561,.0001673,.0000384,8.43e-06,-.0000169,-.0017711,-.0003517
981,.0090631,-.0049392,-.0092972,.0011461,-.0018163,.0013084,-.0004199,.000266,.0002377,-.0001182,.0000902,-.0001235,-.004535,-.0000676
982,.0072192,-.004036,-.0040427,.0019069,-.0003267,-.0058901,-.0003196,.0001232,.0001098,-.000183,.0000773,.0001091,-.0051694,-.0000832
983,.011494,-.0000959,-.0065748,.0013123,-.0009345,-.0058769,-.0004222,.0000192,.0001531,-.0001799,.0000664,.0000186,-.0006759,-.0003448
984,.0086842,-.0065313,-.0077718,.0017995,-.0053175,.0058513,-.0003767,.0002933,.0002008,-.0001948,.0002892,-.0002134,-.0032857,-1.63e-06
985,.0089435,-.0044608,-.0083706,.0008368,-.0032884,.0064418,-.0004933,.0002023,.000179,-.0002519,.0001951,-.0001919,.0001024,-.0003607
986,.0055812,-.0022989,-.0056483,.003003,-.0025403,-.0042661,-.0002864,.0001751,.0001638,-.0003065,.0001567,-.0000428,-.0061694,-.0001402
987,.0087181,-.0051065,-.0071066,-.0026696,.0019117,.003204,-.0004866,.0002665,.000095,-.0000283,.0000949,-.0000456,-.0010488,-.0001041
988,.0261556,-.000182,-.006871,-.001722,.0030459,-.0014062,-.0008353,.0000726,.0001658,-9.73e-06,-8.63e-06,.0000119,.0190203,-.0006035
989,.0089707,-.0104168,-.0027498,-.0078299,-.0035737,.0057651,-.0004323,.0004529,.0000343,.0001318,.0001838,-.000257,-.0098343,.0001135
990,.0079569,-.0044274,-.010239,.0004296,-.0061259,-.0043354,-.0003621,.0002211,.0002773,-.000095,.0003169,.0000988,-.0167413,.0004569
991,.0072411,-.0017664,-.0135301,.0013845,-.0029895,.0053328,-.0004428,.0001332,.0002625,-.0001403,.0001925,-.00019,-.0043276,-.0001848
992,.0056609,-.0076902,-.0140438,.0009455,-.0067773,.0047121,-.0003092,.0002769,.0003825,-.0001522,.0002704,-.0002232,-.0171928,.0002453
993,.0060607,-.0126405,-.0095788,.0011957,-.0048481,.0065587,-.0003902,.0004353,.0002219,-.0002067,.0001671,-.0002465,-.0132523,-.0000192
994,.009249,-.0064232,-.0086643,.0006849,-.0014127,.0075529,-.0004007,.0002881,.0002316,-.0001164,.000078,-.0001784,.0009867,-.0000978
995,.0034959,-.0071445,-.0083237,.0009133,-.0055857,.0060742,-.0002811,.0003099,.000177,-.0001778,.0003115,-.000133,-.0105706,.0002065
996,.0090551,-.00579,-.0056099,-.0002561,-.0011065,.0024033,-.0003365,.0002426,.0001451,-.0002174,.0001572,-.0002094,-.0013042,-.0002184
997,.0110096,-.0065298,-.0096691,-.0016044,-.0020055,.0066054,-.0005118,.0003354,.0002912,-.0001375,.0002196,-.0002201,-.0021938,-.0000232
998,.0058593,-.0032552,-.00654,-.0042849,-.0056886,.0015319,-.0003139,.000179,.0000929,-8.54e-06,.0002746,-.0001506,-.0123776,.0000734
999,.0033329,-.0095987,-.0064665,-.0006316,-.001733,.002158,-.0002561,.0002918,.0001127,-.0000977,.0001833,-.0002154,-.0129388,.0000185
1000,.0186072,-.001898,-.0003565,-.0021944,.0038874,.0030014,-.0006185,.0001724,3.92e-06,-.00008,-.0000395,-.0000607,.021047,-.0006224
