run,temp,L1temp,L2temp,L3temp,L4temp,L5temp,temp2,L1temp2,L2temp2,L3temp2,L4temp2,L5temp2,tlin,tsq
0,.0091972,-.0045928,-.0069835,-.0009935,-.0021408,.0017636,-.000459,.000228,.0001461,-.0000882,.0001435,-.0000658,-.0037497,-.0000955
1,.0137925,-.0027575,-.0030955,.0024277,-.0062662,.0026847,-.0005409,.0001168,.000165,-.0002702,.0002888,-.0001402,.0067859,-.0003806
2,.009567,-.0057202,-.0047547,-.0023942,-.0003753,.0028283,-.0004262,.0002651,.0000488,-.000059,.0001073,-.0001373,-.0008491,-.0002014
3,.0106345,-.0063476,-.0038824,-.0014279,-.0004034,.0026325,-.0005462,.000246,.0001386,-.0001313,.0000458,-.0001906,.0012055,-.0004377
4,.0034472,-.0071482,-.0074931,.0031998,.0003197,.0031366,-.0002857,.000231,.0000894,-.0001957,.0000223,-.0001407,-.004538,-.0002795
5,.0081705,-.0042524,-.0043256,.0023144,-.0043507,-.0025438,-.0004786,.0001999,.0000527,-.0001733,.0001654,-9.75e-06,-.0049876,-.0002437
6,.0099467,-.0013416,-.0069995,-.0049452,-.0000589,.0044692,-.0005798,.0000733,.000184,.000027,.0000171,-.0001296,.0010708,-.000408
7,.003001,-.0046607,-.0066908,-.0029008,-.003086,.0047022,-.0003559,.0003845,.0001164,-.0000566,.0002322,-.0001946,-.009635,.0001262
8,.01265,.0016203,-.0061355,-.0004559,-.0002124,-.0053754,-.0005416,.0000567,.0001849,-.0000707,.0000402,.0000926,.0020912,-.0002379
9,.0104137,-.0039036,-.0026067,.0007167,-.0019658,.0016538,-.0004486,.0002438,-.0000122,-.0001058,.0002574,-.0000859,.004308,-.0001513
10,.0062069,-.0108442,-.0069197,-.0058767,-.0027693,.0073261,-.0004271,.0003339,.0001082,.0001217,.0001074,-.0002411,-.0128769,3.17e-06
11,.0115231,.000094,-.001398,.0005893,.0029237,.0007034,-.0005201,.0001141,7.50e-06,-.0000473,.0000173,-.0000212,.0144356,-.0004497
12,.006544,-.0061209,-.0084571,.0003231,-.0061287,.0053543,-.0004809,.0002253,.0001397,-.0001536,.0003276,-.0002157,-.0084854,-.0001576
13,.0087752,-.0056357,-.0055783,-.0019178,-.0020422,.0024826,-.0004029,.0002596,.000124,-.0000291,.0001487,-.0001038,-.0039162,-3.52e-06
14,.0015732,-.0084782,-.0085595,.0015376,-.0006895,.0035715,-.0001249,.0003095,.0001962,-.0002408,.0001375,-.0001231,-.0110447,.0001544
15,.0097046,-.0075596,-.0058915,-.0019715,-.0021145,.0078355,-.0004915,.0003604,.00016,-.0000447,.0001765,-.0002204,3.03e-06,-.0000597
16,.0083457,-.0078514,-.0038314,-.0005375,-.0008592,.0009472,-.0004639,.0003105,.0000926,-.0000684,.000085,-.0000928,-.0037866,-.0001369
17,.0058891,-.0054746,-.0099785,.0009161,-.0088616,-.0013677,-.0004154,.0002202,.000243,-.000169,.0003584,.0000322,-.0188772,.0002693
18,.0052235,-.0050103,-.0052756,-.0009746,-.0004055,.0038884,-.000266,.0002487,.0000958,-.0000459,.0000467,-.0000736,-.0025541,5.75e-06
19,.0102935,-.0048347,-.011443,-.0013593,-.0039323,.0008707,-.0005204,.00028,.0002785,-.000055,.0003262,9.20e-06,-.010405,.0003185
20,.0102452,-.0045806,-.0093122,.0001158,-.00568,.0013724,-.0005948,.0002365,.0002276,-.0001067,.0002216,-.0000453,-.0078394,-.0000611
21,.0083159,-.007716,-.0068072,-.0027645,-.0009255,.0000975,-.0002934,.0003295,.0001119,-.0000125,.0000375,-.0000212,-.0097998,.0001518
22,.0098623,-.0022581,-.0079184,.0020288,-.0034978,.0052699,-.0003802,.0001387,.0001989,-.0001489,.0002812,-.0001986,.0034868,-.0001088
23,.008168,-.0005037,-.0057608,-.0021086,-.0018546,-.0025026,-.0004533,.0001681,.0000928,-.000033,.0000808,.000099,-.0045624,-.0000457
24,.0119814,-.0093686,-.0110052,-.0092426,-.002509,.0115707,-.0004929,.0004161,.000297,.0001938,.0002754,-.0003746,-.0085733,.0003147
25,.012278,-.0035549,-.0092098,.0016574,-.0036713,.001797,-.0006422,.0002287,.0001837,-.0001266,.0002647,8.33e-07,-.0007036,-.0000909
26,.0029478,-.0080589,-.0075035,.0023001,-.0058408,.0025594,-.0002169,.0003969,.0001417,-.0001259,.0002772,-.000117,-.0135959,.0003561
27,.0116393,-.0049359,-.0071074,-.0004902,-.000348,.0009465,-.0005852,.0002719,.000078,-.000105,-.0000259,.0000127,-.0002957,-.0003535
28,.0140404,-.0009665,-.0075535,.0004734,.0014867,.0012159,-.0004793,.0000726,.0001168,-.0001306,7.28e-06,-.0000874,.0086964,-.0005006
29,.0073312,-.00438,-.0068874,-.0030437,-.0032609,.0061196,-.0003636,.0002423,.0001586,-.000013,.0002008,-.0002904,-.0041212,-.0000652
30,.0157599,-.0035215,-.0078546,-.0031801,-.0058019,-.0001248,-.0006038,.0002334,.0002431,-.0001301,.0002341,-.0000366,-.004723,-.00006
31,.0047973,-.008012,-.0081558,-.0006717,.0021879,.0044363,-.0002904,.0003763,.0001945,-.0001001,.0000907,-.0001014,-.0054181,.0001695
32,.0119067,-.0058182,-.0012488,.0020848,.0030886,.0070123,-.0005088,.0002975,-.0000547,-.0000226,-.0000569,-.0001606,.0170253,-.0005061
33,.0078204,-.0088769,-.0134115,.0021234,-.0078368,.0048573,-.0004656,.0003578,.0002079,-.0002623,.0003532,-.0002218,-.015324,-.0000308
34,.0087862,-.0082448,-.0089975,-.0024603,.0005375,.0052408,-.0004626,.0003397,.0002698,-.0000156,-.000015,-.0001094,-.0051382,6.94e-06
35,.0088327,.0018378,-.0071437,.002646,-.0027672,-.0046905,-.0004514,.00009,.0001267,-.0001366,.0002146,.0001336,-.0012849,-.0000231
36,.0093932,-.0044954,-.0022839,-.00382,.0004565,.004236,-.0004981,.000231,.0000308,-8.59e-06,.0000301,-.0001327,.0034864,-.0003475
37,.0071791,-.0083596,-.0084683,-.0032042,-.0029756,.0080854,-.0004085,.0002987,.0001997,-.0000801,.000226,-.0002533,-.0077432,-.0000176
38,.0078299,-.0092387,-.0117543,.0016087,-.0014056,.0060384,-.0004381,.0003623,.0002569,-.0001744,.0000523,-.0001534,-.0069217,-.0000944
39,.0061272,-.0041245,-.0026043,-.0029093,.0013148,.003288,-.0003813,.0002418,-.0000674,-.0000626,5.81e-06,-.0000879,.0010919,-.0003516
40,.0085515,-.0075979,-.0132457,-.0017218,-.0057138,.0045659,-.0004678,.0002796,.0002768,-.0001127,.0002407,-.0002,-.0151619,.0000167
41,.0055882,-.0064947,-.01207,-.0049879,-.0045767,.0125594,-.0003587,.0002929,.0003224,-.0000459,.0002714,-.0004747,-.0099817,7.48e-06
42,.0093707,-.0056888,-.0073987,-.0052379,.0004391,.0066269,-.0003152,.0002233,.0002401,-8.30e-06,.0000418,-.0003295,-.0018886,-.0001478
43,.0177765,-.0091491,-.009299,-.0045425,.0024855,.0047181,-.0007435,.0003392,.0002605,4.34e-06,.0000247,-.0000957,.0019895,-.0002105
44,.0101636,-.0045039,-.0055525,-.0016097,-.0004531,-.0010283,-.0004751,.0002271,.0001637,-.0000424,.0000652,.0000607,-.0029839,-7.74e-07
45,.010718,-.0092733,-.0084316,-.0042472,.000243,.0059019,-.0004454,.0003671,.0002069,-.0000917,.0000351,-.0001547,-.0050893,-.0000826
46,.0125709,-.0075789,-.0092473,.0018053,-.0018395,.0066749,-.0005656,.0002973,.0002013,-.0002377,.0001973,-.0001543,.0023854,-.0002617
47,.0092001,-.0042919,-.0115255,.0028385,-.0044969,-.0002537,-.0004739,.0002842,.0002416,-.0002867,.0002579,-4.26e-06,-.0085294,.0000188
48,.0082016,-.0085979,-.0089753,-.0065757,.0022625,.0132663,-.0003681,.0003795,.0002855,.0000377,-.0000365,-.0003725,-.0004184,-.0000744
49,.0037223,-.005222,-.0143705,.0013618,-.0035458,-.0015251,-.0003367,.0001925,.0003091,-.0001324,.0000965,.00006,-.0195794,.0001891
50,.009081,-.0073091,-.0076447,-.0024871,-.0029523,.0034603,-.000545,.0002798,.0001634,-.0001023,.0001129,-.0000185,-.0078519,-.0001097
51,.0133101,-.0038238,-.0046254,-.0027759,.0011482,.0011988,-.0005889,.0001768,.0000771,-.0000194,.0000433,-.0000757,.0044319,-.0003868
52,.0077935,-.0095401,-.0080415,.0011792,-.001743,-.0035891,-.0005262,.0004278,.0001888,-.0000741,8.49e-06,.0001621,-.013941,.0001869
53,.0046426,-.0038209,-.0051259,-.0026074,-.0051732,-.0027777,-.0003946,.0002966,.0000825,-.0001074,.0002695,.0000608,-.0148625,.0002074
54,.0099555,-.0035,-.0056855,.0013778,.0008487,.00158,-.0005751,.0001806,.0000618,-.0001762,.0000813,.0000242,.0045765,-.0004033
55,.0107368,-.0034254,-.0036977,-.0007946,-.0004659,.0033987,-.0005029,.0001957,-.0000351,-.0000806,.0001064,-.0001155,.0057519,-.0004319
56,.0089839,-.0077924,-.0045941,-.002792,-.0073254,.0101981,-.0005472,.000354,.0001086,-.000095,.0002726,-.0003737,-.003322,-.0002808
57,.0123156,-.0053337,-.0077692,.0030719,-.0022735,-.0010132,-.0005527,.0002594,.0001249,-.0002492,.0001413,.000094,-.0010021,-.0001823
58,.012331,-.0034471,-.0078323,.000877,.0007718,.0023712,-.0005239,.0001688,.0001133,-.0000837,.0000638,-.0001166,.0050716,-.0003783
59,.008133,-.0039861,-.0029878,-.0017691,-.0019048,.0045387,-.0004332,.0001741,.0001295,-.0001446,.0000645,-.0001392,.002024,-.000349
60,.0211249,-.0038266,-.0008641,-.0025515,.0002325,.0052713,-.0005726,.0000972,.0000589,-.0001712,.000174,-.0001537,.0193866,-.0005675
61,.0082401,-.0015244,-.0059134,-.0029755,-.0037186,-.0011555,-.0003609,.0001292,.0001638,-.0000579,.0002606,-.000016,-.0070473,.0001187
62,.0056254,-.0063859,-.0056211,-.0024945,-.0019081,.0037328,-.0002894,.0003347,.0001796,-.0000146,.0000975,-.0001682,-.0070513,.0001396
63,.0071813,-.0061791,-.0063173,-.0051356,-.0032399,.0015615,-.000421,.000233,.0000753,.0000252,.0001121,-.000033,-.0121291,-8.45e-06
64,.0109702,-.0103257,-.0067467,-.0014795,-.0016812,.0051452,-.000386,.0004395,.0002369,-.000076,.0001966,-.0001714,-.0041176,.0002396
65,.0117842,-.0041695,-.0082716,-.0022387,.0009933,-.0025071,-.0005349,.0002228,.0002777,-.0000452,.0001015,.0001266,-.0044094,.0001485
66,.0100918,-.0018448,-.0035944,.0001039,-.0003811,-.0025643,-.0005547,.0001878,.0001102,-.0000716,.0000667,.0000745,.0018112,-.0001873
67,.0036062,-.0046615,-.0058582,.0003494,-.0028579,-.0007489,-.0003008,.0002459,.000061,-.0001004,.0001215,.0000249,-.0101709,.0000521
68,.0071961,-.005971,-.0041196,-.0012979,-.0056205,.0006354,-.0004595,.0002955,.0000849,-.0000954,.0002547,-.0000762,-.0091775,4.02e-06
69,.0153576,-.004028,-.0012712,-.0011799,.0014694,.0031221,-.0006049,.0001094,.0000195,-.0000231,.0000227,-.0001805,.0134699,-.0006569
70,.0024448,-.0081375,-.0076737,-.0066625,-.0046173,.009575,-.0002944,.0003537,.0001567,.0001456,.0001457,-.0003538,-.0150711,.0001536
71,.0057759,-.0077229,-.0090115,-.0038807,-.003772,.003334,-.0004135,.0002927,.0001512,-3.21e-06,.0001762,-.0001445,-.0152771,.0000589
72,.0114334,-.0033232,-.0023098,-.0021882,-.0006911,.0010988,-.0005185,.0002045,.0000565,-2.13e-06,.000014,-.0001347,.00402,-.0003804
73,.0068937,-.0046394,-.0127402,-.0018305,-.0036841,.0065418,-.0004049,.0001963,.0003174,-.0002064,.0001799,-.0001931,-.0094588,-.0001108
74,.0105692,-.0028437,-.0081868,-.0004474,-.0038585,-.0012736,-.0004756,.0001837,.0000773,-.0000529,.0002434,.0000148,-.0060408,-9.21e-06
75,.0142936,-.0011655,-.0030257,.0003204,.0002136,-.0026459,-.0005377,.0001419,.0001317,-.0001385,.0000888,.0000796,.0079904,-.0002342
76,.0113942,-.0033796,-.0029898,-.0022431,-.0010311,.0018644,-.0005669,.0002031,.0000748,.0000133,.0001212,-.0001229,.0036149,-.0002775
77,.0200694,-.003048,-.0051772,.0012098,.0012954,.0029371,-.0007852,.0001862,.0001715,-.0002028,.0001219,-.0000437,.0172864,-.0005521
78,.0093501,-.0051981,-.0050912,-.0005578,.0001492,-.0004319,-.0004066,.0002937,.0000773,-.0000905,.000044,-.0000309,-.0017797,-.0001131
79,.0072358,-.0054606,-.0076242,-.0010099,-.0053916,.0001049,-.0005158,.0002555,.0001751,-.0001355,.0003087,-.0000677,-.0121456,.0000203
80,.0152328,-.0058286,-.008084,-.002056,-.0041818,.0026241,-.0005842,.000204,.0002293,-.000068,.0002325,-.0001057,-.0022934,-.000092
81,.0088746,-.0087108,-.0120915,-.0041667,-.0015908,.0110207,-.0005665,.0003123,.0002427,-.0000819,.0000957,-.0002881,-.0066646,-.000286
82,.0065693,-.0012193,-.009759,.0004145,-.0076011,.0050768,-.0004007,.000076,.0001736,-.0001499,.0003747,-.0002731,-.0065188,-.0001994
83,.01301,-.006815,-.0077823,-.0001325,-.0010119,.0049239,-.0005375,.0003901,.0001089,-.000157,.0001379,-.0001389,.0021922,-.0001966
84,.0044649,-.0037661,-.0109498,.0026075,-.0074226,-.0022652,-.0003911,.0001233,.000152,-.0001391,.0002013,.0000684,-.0173313,.0000148
85,.0177789,-.0018703,-.0022416,.0026993,.0016997,-.0043367,-.000649,.0001662,.000053,-.0001145,.0001242,.0001736,.0137293,-.0002465
86,.0095662,-.0079793,-.0025074,-.0038328,-.0037848,.0048145,-.0003295,.0003562,-1.75e-06,-.0000417,.0002578,-.0001412,-.0037237,.0000998
87,.0151651,-.0058934,-.011292,-.0020032,.0044819,.0059185,-.0005852,.0002836,.0003512,-.0000503,-.000021,-.000118,.0063768,-.0001397
88,.0147636,-.0015436,-.0059082,-.0028897,-.0011981,.0005055,-.0007006,.0002392,.0000808,-.0000341,.0000498,.0000628,.0037294,-.0003019
89,.0111217,-.0017997,-.0023818,.0006913,.0026617,.003466,-.0003983,.0001676,-.0000286,7.39e-08,.0000625,-.00014,.0137592,-.0003369
90,.0062952,-.011222,-.0058719,-.0068634,-.0006572,.0092029,-.0003853,.0005009,.0001238,.0001495,.000056,-.0002029,-.0091163,.0002421
91,.0084015,-.0020963,-.0056331,-.0022591,-.002591,-.0041366,-.000423,.0000817,.0000541,-.00011,.0001656,.0001065,-.0083145,-.0001252
92,.0069301,-.0031656,-.0045986,.0035047,-.0009057,.0045276,-.0003815,.0002437,.0000311,-.0002096,.0002004,-.0002092,.0062925,-.0003251
93,.0052251,-.0039053,-.0073727,-.0015908,-.0045035,.0012966,-.0003252,.0002949,.0001422,-.0000399,.0002331,-.0000895,-.0108507,.0002157
94,.00418,-.006355,-.0043591,-.0060006,-.0032921,.0081818,-.0002725,.0002228,.0001092,.00006,.0002242,-.0003995,-.0076451,-.0000558
95,.0073554,-.0027879,-.0104115,-.0023555,-.0026142,.0015385,-.0004233,.0001254,.0002695,.000032,.0001187,-.0000413,-.0092752,.0000811
96,.0068252,-.0060329,-.0127248,.0011348,.0011847,.0056499,-.000282,.0002753,.000302,-.0001439,.0000583,-.0001558,-.0039631,.000054
97,.0109235,-.002018,-.0067023,.0012859,-.0032907,-.0017386,-.000386,.0001128,.0001481,-.0001285,.000098,2.10e-07,-.0015402,-.0001554
98,.0081852,-.0009509,-.0066477,.0016985,-.0008675,-.0059852,-.0004809,.0001467,.000133,-.0001121,.0001411,.0001638,-.0045676,-8.45e-06
99,.0089555,-.0025789,-.0071505,-.0004321,-.0010866,-.0057344,-.0005734,.0002279,.0001339,-.0000235,.0001745,.0002143,-.008027,.0001538
100,.0118472,-.0040175,-.0077172,-.0035671,-.0006338,.0001237,-.0006093,.000108,.000132,.0000184,9.35e-06,.0000208,-.0039647,-.0003207
101,.009013,-.0061277,-.004071,-.0032373,.0015855,.0049862,-.0004913,.0004171,.0000691,-.0000606,.0000622,-.0001994,.0021488,-.0002028
102,.0074189,-.0068173,-.0072764,.001865,-.0045767,.0000414,-.0003859,.0002587,.0001416,-.0002268,.0002098,.0000157,-.0093451,.0000131
103,.0003282,-.0023638,-.0072461,.0011582,-.0060151,.0008094,-.000207,.0001925,.0001694,-.0002249,.0002829,-.0001703,-.0133292,.0000427
104,.0116833,-.0055873,-.0071067,-.0048478,-.0029075,.0022172,-.000485,.0002735,.0002236,.0000518,.0001802,-.0000443,-.0065488,.0001997
105,.0125083,-.0028258,-.0064744,.0007156,-.0014939,-.0054644,-.0004294,.0002082,.0001161,-.0000991,.0001114,.0002372,-.0030347,.0001444
106,.0106138,-.0008327,-.0050854,-.001081,-.0001093,-.0016183,-.0004926,.0001433,.0000291,-.0001175,.0001129,-4.09e-06,.0018871,-.0003288
107,.0033384,-.0012862,-.0042042,-.0004766,-.0027248,-.0065428,-.0002567,.0000832,.0001245,.0000235,.0000663,.0002188,-.0118961,.0002596
108,.0062413,-.0090945,-.0016767,-.0041399,-.0064017,.0001246,-.0004613,.0003725,.0000526,-.0000603,.0003408,-3.32e-07,-.0149468,.000244
109,.0154629,-.0033911,-.0065382,-.0053835,-.0006159,.0053038,-.0005948,.0001908,.0001623,.0000355,.0001322,-.0002078,.004838,-.0002817
110,.0035706,-.0063103,-.0066698,-.0008717,-.0024174,.0018909,-.0004017,.000278,.0000317,-.0000906,.0001544,-.0001469,-.0108076,-.0001751
111,.0050193,-.0089081,-.0092748,-.0049274,-.0024034,.0036577,-.0005064,.00042,.0001198,.0001112,-8.84e-07,-.0000413,-.0168366,.0001024
112,.0141733,-.0076634,-.0205617,-.0038159,-.0020414,.0043015,-.0005746,.0003089,.0005546,4.79e-06,.0000389,-.0001906,-.0156075,.0001421
113,.0100398,-.0003559,-.0030034,.0013107,-.0017987,-.0037153,-.0004382,.0000123,.0001197,-.0000698,.0001138,.0000252,.0024772,-.0002369
114,.0122717,-.0046322,-.0078673,-.0000654,-.0039277,.0028203,-.0005552,.0002584,.0002288,-.0001582,.0001931,-.0000995,-.0014007,-.0001326
115,.0124906,-.0033088,-.0020442,-.0024526,.0068492,.0055261,-.0004636,.0002639,.0000183,7.33e-07,-.0001424,-.0001526,.0170603,-.0004757
116,.0085628,-.0058504,-.0114094,-.0003472,-.0039982,.0042687,-.0004818,.0002981,.0001846,-.0000622,.0001538,-.0000958,-.0087738,-3.31e-06
117,.0036096,-.0041347,-.0147183,-.0031565,-.0039737,.0063165,-.000307,.0001907,.0003246,-.0001041,.0002161,-.0002102,-.0160572,.0001101
118,.0056928,-.0018009,-.0030767,-.0020676,-.0015579,-.0007425,-.0003274,.0000966,.0000403,-.0000329,.0000452,1.27e-06,-.0035529,-.0001768
119,.0156768,-.0081687,-.0028164,-.0011768,-.0041512,.0058651,-.0007352,.0004397,.0000141,-.0000994,.0002215,-.0001936,.0052289,-.0003528
120,.0077114,-.0035389,.0009364,.0036846,-.0006711,.0043434,-.0003148,.0002132,-.0000415,-.0001848,.0000728,-.0001296,.0124657,-.0003847
121,.0193913,-.0075647,-.005803,-.008109,.0009853,.0109006,-.0008122,.0002865,.0001356,.0001441,.0000486,-.0003526,.0098004,-.00055
122,.0117454,-.0023095,-.0078006,.0020817,-.0049885,-.0033361,-.0004771,.0000553,.0002298,-.0001913,.0002032,.0000229,-.0046076,-.0001573
123,.0140515,-.002429,-.0106018,.002812,-.0028731,-.0001139,-.0006864,.0001455,.0002443,-.0001745,.0001892,-.0000794,.0008456,-.0003613
124,.0100667,.0002845,-.0094551,-.0006724,-.0014225,-.0032773,-.0005923,.0001714,.0002255,.0000197,.0001164,.0001311,-.0044762,.0000717
125,.0036561,-.007743,-.0155289,.0050331,-.0034248,.0066343,-.0003844,.0004065,.0001996,-.0002103,.0002152,-.0002587,-.0113732,-.0000322
126,.0115188,-.003524,-.006248,-.0023548,-.0006933,-.0002866,-.0004955,.0001992,.000087,-.0001619,.0000704,.0000274,-.0015881,-.0002734
127,.0129588,-.0028869,-.0078631,.0016404,-.0001894,-.0015786,-.0004822,.0002147,.0001826,-.000137,.0000735,.0000341,.0020812,-.0001145
128,.0120656,-.0031987,-.009253,-.0013448,.0002437,.0056345,-.0004973,.0002029,.0001656,-.0000559,.0000135,-.0001758,.0041473,-.0003469
129,.0077892,-.0028429,-.0105862,-.0019324,-.000448,-.0000394,-.0003319,.0001325,.0002238,-.0000862,.0001022,.0000194,-.0080596,.0000599
130,.0182524,-.001117,-.0033641,-.0004109,.0036441,.000132,-.0006198,.0001208,.0000851,-.0001316,-.0000132,-.0000603,.0171365,-.0006191
131,.0055713,-.008626,-.0078611,-.0005879,.0007778,.0048246,-.0002637,.0003911,.0001582,-.0001506,.0000406,-.0000831,-.0059013,.0000925
132,.0067876,-.0044612,-.0006828,-.0025705,.0011956,-.0022703,-.0003263,.0002594,.0000863,.0000404,.0000527,-.0000652,-.0020016,.0000472
133,.0093789,-.0067887,-.0015705,.0030972,-.0055274,.0060978,-.0005351,.0002844,-.0000475,-.0002155,.0002581,-.000207,.0046873,-.0004627
134,.0152504,-.0032301,-.0101051,.0026909,.0024637,.0023771,-.0005046,.0001094,.0002241,-.0002221,-.0000465,-.0001275,.0094469,-.0005672
135,.0095267,-.0016231,-.0067383,-.0001246,-.000343,-.0013367,-.0003863,.0001379,.0002171,-.0001658,.0001399,.000028,-.0006391,-.0000292
136,.0074424,-.0081345,-.0098585,-.0012208,-.0044786,.0077681,-.0003422,.0003381,.0002568,-.0000989,.0002803,-.0002741,-.008482,.00016
137,.0061235,.0007082,-.0100841,.0016446,-.0042946,-.0031995,-.000286,.0000716,.0002168,-.0002065,.0001956,.0000486,-.0091021,.0000402
138,.0089742,-.0026824,-.0127931,-.0005642,.0010134,.0000719,-.0005001,.0002555,.0002776,4.34e-06,9.28e-06,.0001397,-.0059802,.0001863
139,.0045535,-.0130782,-.0082846,-.0023827,-.005394,.0084324,-.0003749,.0004644,.0002064,-.0001168,.0002716,-.0002588,-.0161537,.0001921
140,.0121105,-.0027946,-.0041108,-.0035365,.0004631,.0039527,-.0004651,.0001339,.0001725,-.0000461,.0000451,-.0001268,.0060844,-.0002866
141,.0076469,-.0051033,-.0075998,-.0038094,-.0091363,.0022229,-.0003655,.000221,.0001519,-.0000563,.0003431,-.0000868,-.0157791,.0002074
142,.0094109,-.0032834,-.011589,-.0013236,-.0033917,.0050243,-.0005727,.0001709,.0002285,-.0000677,.0002086,-.0002165,-.0051524,-.0002487
143,.0100836,-.0046497,-.0037894,-.0034009,-.0071249,.0013897,-.0004436,.0001847,.000121,-.0000283,.0003564,8.45e-06,-.0074916,.0001987
144,.0040014,-.0035551,-.0095104,-.001086,-.0043001,.0018557,-.000286,.0001568,.0000897,.000075,.0001396,.0000664,-.0125946,.0002415
145,.0110267,-.0037582,-.0049576,.0009857,-.0016729,-.000625,-.0004271,.0001641,.0001362,-.0001886,.0001676,.0000221,.0009987,-.0001258
146,.008264,-.0046207,-.0100489,.0005215,-.0048287,.0081423,-.0004678,.000138,.0002264,-.0002277,.0002574,-.0003321,-.0025704,-.0004057
147,.0097976,-.0013605,-.0116387,.0018356,-.0031885,.0009378,-.0005634,.0000813,.0002468,-.000076,.0001439,-.0000326,-.0036168,-.0002001
148,.006233,-.0013646,-.0050959,.000449,-.0016698,.0006348,-.0003904,.0001755,.0000388,-.0001255,.0001921,-.0000179,-.0008136,-.0001273
149,.0104242,.0005684,-.0051067,.0021959,-.0004426,-.0003259,-.0003863,-.0000147,.0001987,-.0001859,.000203,-5.24e-06,.0073134,-.0001904
150,.0073504,-.0032943,-.0042766,-.0012973,-.0034204,-.0011714,-.0004567,.0002009,9.29e-06,-.0001223,.000212,.0000568,-.0061097,-.0001
151,.0072862,-.0079347,-.0097776,-.001936,-.0010187,.0054249,-.0003897,.000255,.0002263,-3.48e-06,.0001105,-.0001747,-.0079559,.000024
152,.0115356,.0003235,.0020295,.0023089,-.0003541,.0037652,-.0005811,.0000929,-.0000761,-.0001458,.0001182,-.0001143,.0196087,-.0007063
153,.0114554,-.0048691,-.0011398,-.0022906,.0007624,-.0009309,-.0005073,.0002122,-.0000422,3.19e-06,-.0000126,.0000435,.0029874,-.0003033
154,.0091148,-.0052842,-.0033316,-.003374,-.0012689,.0044084,-.0004115,.0002947,-.0000665,-.000042,.0002124,-.0001964,.0002646,-.0002092
155,.0090688,-.0050219,-.0104612,-.0004699,-.0038814,.0020321,-.0004687,.0001276,.0003461,-.0002178,.0002485,-.0001135,-.0087336,-.0000777
156,.0022145,-.0128921,-.0074967,-.0047754,-.000535,.0026426,-.0002804,.0004333,.0000245,.0000489,-.0000278,-.000017,-.0208421,.0001815
157,.0052727,-.0033017,-.0133395,.0007966,-.0041567,.0084423,-.0002828,.0001789,.0003047,-.0001942,.0002663,-.0002495,-.0062863,.0000235
158,.00912,-.0052955,-.0091038,.0055067,.000544,-.000285,-.0002748,.0002895,.0001267,-.0002123,.0000232,.0000249,.0004864,-.0000228
159,.0116225,-.0009021,-.0053772,-.0039465,-.0004683,.0027157,-.0005564,.0001861,.0001652,-.0000124,.0001334,-.0001636,.003644,-.0002478
160,.0060227,-.0040099,-.0044756,.0042614,-.0002804,.006142,-.0003527,.0002065,.0001028,-.0002193,.0001292,-.0002692,.0076602,-.0004027
161,.0050879,-.0048577,-.0051133,.0005007,-.0000771,.002206,-.0002829,.0002233,.0001081,-.0001273,.0000832,-.0001206,-.0022535,-.0001162
162,.0127009,-.0067529,-.0098,.0017488,-.0084245,.0089499,-.0005114,.0002808,.0003084,-.0002095,.000338,-.00034,-.0015778,-.0001337
163,.0120143,-.002336,-.0080343,-.0018117,-.0008718,-.0020786,-.0005844,.0001418,.0001624,-.0000869,.0000832,.0001056,-.0031181,-.0001783
164,.0037698,-.0048465,-.0094785,-.0004849,-.0076977,-.0007519,-.0003224,.0001797,.0002084,-.0001011,.0002769,-.0000629,-.0194897,.0001787
165,.0024777,-.0015087,-.0151316,.003984,-.006733,-.0004608,-.0002525,.0001637,.0003969,-.0001824,.0002809,-.0000145,-.0173723,.000392
166,.0058571,-.0000452,-.0072191,.0042657,-.0033496,-.0012466,-.000375,.0000903,.0000907,-.0001866,.0001976,.0000467,-.0017377,-.0001364
167,.0126691,-.0030782,-.008837,-.0021768,-.0037342,.0023213,-.0005525,.0002141,.0001654,-.000112,.0001867,-.0000633,-.0028358,-.0001615
168,.0050574,-.0046607,-.0121555,-.0018779,-.0017919,-.0005622,-.0001843,.0002035,.0003228,.0000165,.0002109,.0000287,-.0159908,.0005981
169,.0061357,.0032257,-.0025989,.0052218,.0000417,-.0034503,-.0003836,.0000231,.0000451,-.0002959,.0000925,.0000371,.0085756,-.0004817
170,.0077944,-.0025621,-.0071307,.0001385,-.0031821,-.000102,-.0003863,.0001277,.0001349,-.0001371,.0001403,6.06e-06,-.0050438,-.0001145
171,.0182611,-.0024574,-.0071279,-.0016655,-.0006188,.0044369,-.0007509,.000141,.0001481,-.0000728,.0001777,-.0001038,.0108285,-.0004606
172,.0049594,-.0051148,-.00756,-.0035272,-.004079,-.0008139,-.0003227,.0002109,.0001955,-.0000311,.0001988,-.0000212,-.0161355,.0002301
173,.0089029,-.0087737,-.0070932,.0010829,-.0046406,.0040347,-.0003691,.0003709,.0002215,-.0001846,.0003156,-.0001701,-.0064869,.0001842
174,.0035125,-.0008864,-.0113281,.0022384,-.0054792,-.0030536,-.0003682,.0000932,.0003271,-.0002288,.0002302,.0000435,-.0149964,.0000969
175,.0103704,-.0049597,-.0036772,-.0013163,-.0018319,.0012152,-.0004368,.0002649,.0000519,-4.65e-06,.0001296,-.0000627,-.0001994,-.0000578
