run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
0,.0074955,.0120172,-.0087908,-.0016124,-.007516,-.0105112,-.0024186,-.0003017,-.0003752,.0041633,.0059559,.0108769,-.0003726,-.0005044,.0003404,.0001772,.0001827,.0001676,-.0000293,-.0001409,5.52e-06,.0001143,-.0002157,-.0002515,-.0056493,.014632,-.000089,-.0004378
1,.0143325,.0146474,-.0024611,-.005249,-.0012971,-.0131341,.003689,-.0032772,-.0022178,-.0049781,.0018702,.0123229,-.0005336,-.0005296,.0000661,.0001528,.0000559,.0003819,-.0002954,-.0001551,.0000895,.0003529,-.0001515,-.0002342,.0139158,.0003319,-.0007691,-.0000314
2,.0070838,.0052749,-.0087466,-.0130061,-.0021553,-.0175712,-.0026477,-.0081906,-.0009517,.0088565,.0065952,.0150744,-.0002878,-.0004345,.0003541,.0004208,-3.49e-06,.0002152,-.000031,.0000361,.0000686,.0000412,-.0002938,-.0003439,-.0008222,-.0095621,-.0001934,-.0000651
3,.0107244,.0022848,-.0109809,-.0192585,-.004997,.0010764,.0011495,-.0107251,.0010899,.0080432,.0078483,.0113791,-.0004265,-.0004377,.0004168,.0004038,.0001727,3.21e-06,-.0002514,.0000845,-1.41e-06,-.0001016,-.0003763,-.0003083,.0048343,-.0072001,-.0004661,-.0003561
4,.0039212,-.000945,-.0066085,-.0089116,-.0080543,-.0045983,-.0000543,-.0097257,.0033002,.0263731,.0041895,-.0142358,-.0003142,-.0001463,.0001908,.0002873,.0001228,6.49e-06,.0000173,-.0000175,-.0002521,-.0003531,-.0001701,.0002154,-.0033063,-.0120433,-.0004057,-7.78e-06
5,.0044133,.0307526,-.0051859,-.0215688,-.0047247,.0297122,.0048368,-.0361315,-.0070332,.0309035,.0035839,-.0067963,-.0003503,-.0009623,.0002024,.0006099,.0000145,-.0006615,-.0002568,.000658,.0001999,-.0005375,-.0002827,.0001214,-.0041098,.0268716,-.0004731,-.000772
6,.0087075,.0167955,-.0068227,-.0032353,-.0072005,-.0125828,-.0071387,-.0153695,.0012329,.0022268,.0111696,.0138124,-.0005449,-.000686,.0002574,.0001265,.0002194,.0002128,.0001582,.0001345,-.0000353,1.51e-06,-.0002858,-.0004026,-.0000519,.0016469,-.0002311,-.0006134
7,-.0001943,.0061535,-.004807,-.0076123,-.003599,-.0168995,-.0030274,.00091,-.003188,.0063537,.0025827,.0163971,-.0001739,-.0004847,.0003877,.0003859,.0000218,.000276,-.0000385,-.0001403,.0001438,.0002195,-.0001452,-.0004296,-.0122329,.0053024,.0001957,-.0001732
8,.0137384,.0146144,-.0006369,.0022023,-.0039398,-.0224558,-.0023255,-.0021059,.0040708,-.0020607,-.0019448,.0142829,-.0005941,-.0005384,.0000901,.0001,.0001393,.000464,.0000161,-.0001199,-.0002156,.0002684,-5.38e-06,-.0003453,.0089621,.0044773,-.0005696,-.0001712
9,.0046706,.0169506,-.0111654,.0046235,-.0033348,-.011501,-.0024622,.0024003,.0007498,-.006555,.0051879,.0203298,-.0002475,-.0006323,.0004532,.0000554,.0000973,-.0000315,.0000235,-.0002548,.0001026,.0004979,-.0002088,-.0005155,-.0063541,.0262481,.0002204,-.000881
10,.0054852,.0023921,-.0101869,-.0242881,-.0091848,.0194221,-.0072291,-.0161279,-.0037256,.0394734,.0078362,-.0040801,-.0003393,-.0003614,.0002571,.00064,.0001301,-.0004481,.000195,.0002981,-.0000195,-.0006276,-.0003011,.0000271,-.017005,.0167915,-.0000777,-.0004719
11,.0099704,.0055673,-.0027753,-.0062549,.0014104,-.0012356,-.0031902,.0024738,.006642,.0262134,.0044325,.014071,-.0003603,-.0004197,.0002308,.0001741,-.0001305,.0000532,.0001705,-.0001795,-.0002214,-.0003345,-.0001519,-.000284,.0164897,.040835,-.0004628,-.0009904
12,.0037501,.0187084,-.0086715,-.0179895,-.0103401,.0134869,-.0014921,.0105197,-.0062159,.0349873,.0052374,.0032764,-.0003405,-.0007339,.0003556,.0003764,.0001915,-.0003724,-.0000684,-.0004012,.0002762,-.0004694,-.0002236,-.0001594,-.0177321,.0629891,.0001908,-.00176
13,.0028519,.0144493,-.0097114,-.0071327,-.0071763,-.0057104,-.0056408,-.0032694,-.0042618,.0185846,.0065311,.0084677,-.000148,-.000566,.0003203,.0003722,.0002515,.0000183,.0001388,-.0001063,.0001551,-.0002069,-.0002137,-.0002781,-.0174073,.025389,.0005041,-.0007668
14,-.0030856,.0121997,-.0105391,-.0108809,-.004997,-.0227152,.0015194,-.0048342,-.0014767,.0029217,.0004813,.0164111,-.0000589,-.0002079,.0003808,.0003308,.000155,.0003643,-.0001859,-.0002185,.0001118,.0001427,-.0000651,-.0003117,-.0180977,-.0068979,.0003377,.0000996
15,.0103331,.0136356,-.0079458,-.0013674,-.0058812,-.0128591,.0000257,-.0120829,.002026,-.0121858,.0075565,.0116259,-.0005263,-.0005408,.000344,.0002176,.0001826,.000275,-.0001268,.0001718,-.0000477,.0005632,-.0002301,-.0002603,.0061142,-.0132335,-.0004043,.0004265
16,.0087338,-.0558449,-.0135195,-.0003776,-.0067925,.0224073,.0002868,.0078287,.0025002,-.003268,.0083515,.0125882,-.0004117,.0007796,.0004735,.0002171,.0001917,-.0005486,-.0001759,-.000148,-.000065,.0001805,-.0003871,-.0002967,-.0004396,-.0166663,-.0003745,.0001839
17,.0102935,.0117986,-.0059693,.0049965,-.010527,-.0257971,.000602,.0070119,-.0078758,.0058594,-.0032215,.0059151,-.0006339,-.0003126,.0001669,-.0000385,.0002948,.0005818,-.0001645,-.0003216,.0003187,.0000416,.0001629,-.0001013,-.0166981,.0097844,.0001448,-.0001505
18,.0044827,.0070374,-.0055786,.0015931,-.0033073,-.0291959,-.0012093,.0046337,-.000613,.0049098,.0041944,.0219422,-.000277,-.0002391,.0002354,.0001665,.0000645,.0004828,-.0000444,-.0001817,.0000116,.0000146,-.0001507,-.0003028,-.0020311,.0109204,-.0001605,-.0000597
19,.0090077,.0113214,-.0145473,.0041453,-.0135419,-.0206862,-.0020158,.0013486,-.0052939,-.0043871,.0084931,.0111911,-.0004462,-.0005454,.0005161,.0001865,.0004251,.000373,-.0001328,-.000024,.0003173,.0004304,-.0002801,-.0002212,-.017898,.002933,.0003994,.0001994
20,.0083017,.0123049,-.0099124,.0208787,-.0085434,-.022317,-.0009144,-.0062211,-.003582,-.0110982,.0054282,.0204002,-.0004313,-.0007083,.00038,-.0002469,.0001982,.0004649,-.000059,-.0000225,.0001055,.0004016,-.0002002,-.000446,-.0092223,.0139474,-6.83e-06,-.0005572
21,.0085806,.0043782,-.0139113,.0005504,-.0081557,-.0111751,-.0061542,-.0013148,.0028565,.0103357,.0055233,.0044082,-.000304,-.0001284,.0004861,.0001581,.0001753,.0001676,.0001277,-.0001189,-.0002335,-.0000461,-.0002273,-.000069,-.0112609,.0071826,.0000244,-.0000368
22,.0070111,.0144852,-.0047536,.0081467,-.0076547,-.0306352,-.0005672,.0136192,.0003792,-.0026375,.0043651,.0149597,-.0002367,-.0004859,.0002333,-.0000989,.0002923,.0005406,-.0000331,-.0004462,.0000149,.0004302,-.0001325,-.0004528,-.0012202,.017938,.0001382,-.0005131
23,.0052239,.0141929,-.0074121,.0233821,-.0042074,-.0031492,-.003134,-.0196745,-.0004516,.0012074,.0067958,.0056761,-.0002972,-.0005992,.0003324,-.0002913,.0000544,-3.24e-06,.00002,.0003006,-.0000408,.0000998,-.0002337,-.0000529,-.0031853,.0216348,-.0001649,-.0005463
24,.0100016,.0009506,-.0106894,-.0095805,-.0120238,.0026779,-.0100872,-.0091049,-.0000972,.0093233,.0111241,.0189821,-.0003213,-.0003627,.0004739,.000398,.0002903,-1.83e-06,.000251,.000157,.0000919,.0002159,-.0003959,-.000483,-.0117719,.0132484,.0003899,-.0000767
25,.0117633,.0118069,-.0073603,-.0044379,-.0099832,-.0107998,.0012105,.0008145,-.0046065,.0113409,.0038397,.0109215,-.0005611,-.0006707,.000287,.0002313,.0002495,.0001468,-.0001109,-.0001731,.0001804,.0000741,-.0000551,-.0002202,-.0051364,.0196461,-.0000102,-.0006118
26,.003175,.0092419,-.0115153,.0128154,-.0081754,-.0149804,.0028987,.0010148,-.0054803,-.0030547,.0021708,.0070721,-.000312,-.0002413,.000494,-.0000617,.000197,.0001871,-.0001748,-.0000819,.0001806,.0003287,-.0001286,-.0001699,-.0169265,.0121091,.0002562,-.000039
27,.0107369,.0062388,-.0110956,.0385778,-.0077017,-.0424822,-.0035872,.0434013,.0016104,-.0051034,.0034882,.0094774,-.0005515,-.0004619,.0004812,-.0006123,.0001383,.0007505,-.0000123,-.001004,-.0001852,.0001695,-.0000325,-.0002384,-.0065489,.0501097,-.0001619,-.0013965
28,.0104271,.0247939,-.0036641,.0000119,-.0051031,-.0239678,-.0016805,.0020002,.0017244,.0090839,.0050375,.010869,-.0003483,-.000735,.0001227,.000106,.000078,.0004268,-.000055,-.0001888,-.0001039,-9.85e-06,-.0002303,-.0003035,.0067413,.022791,-.0005368,-.0007044
29,.0063534,.0042362,-.0097423,.0022096,-.0053878,-.0246375,-.0052464,.0009884,.0037352,-.009217,.0099448,.0279226,-.0001963,-.0002835,.0003943,7.61e-06,.0000877,.0005628,.0000995,-.0001709,-.0001436,.0005294,-.0004465,-.0007021,-.0003431,.0015023,-.000205,-.0000567
30,.0163043,.0670672,-.0128025,.0170772,-.0070236,-.0409471,-.0055434,-.0274096,-.0085109,-.010197,.0104631,-.0036618,-.000673,-.0016196,.0004802,-.0001045,.0002561,.0008724,-.0000508,.0003564,.0002764,.0003853,-.0003442,-.0000412,-.007113,.0019289,-.0000553,-.0001511
31,.007221,.0058433,-.0100245,-.0156228,-.0078631,-.0095069,.0033317,-.0125985,.0019732,.0096548,.0000308,.0113734,-.0004415,-.0001918,.0005069,.0004519,.0001841,.0002097,-.0001597,.0000545,.0000355,.000029,.0000409,-.0002361,-.0053309,-.0108567,.0001663,.0003172
32,.0115196,.0095423,-.0081043,.0193249,-.0010651,-.0026409,-.000227,.0188175,.0085562,-.0019567,.0064073,.0005998,-.0004336,-.000481,.0003103,-.0002624,-.000074,-.0000125,.0000253,-.0004023,-.0003542,.0002354,-.0001389,-.0000482,.0170867,.0436869,-.0006651,-.0009711
33,.0045491,.0392599,-.0176396,.0174357,-.015504,-.021531,.0034116,.0214705,-.0110187,.0021942,.009858,.0097346,-.0003919,-.0009573,.0004892,-.000115,.0003515,.0002781,-.0004867,-.0005092,.0004688,.0000862,-.0003959,-.0003129,-.0263437,.0685639,.000035,-.0015302
34,.0045247,.0004949,-.0104796,.0037993,-.0107792,.0101041,-.0037391,-.0151419,.0000723,.024686,.0071705,-.0004543,-.0002121,-.0004443,.0004371,.0000319,.0003352,-.0001726,.0000615,.0001763,-.0000417,-.0004537,-.000229,.0000912,-.0132304,.0234881,.0003511,-.0007712
35,.0091178,.0153328,-.0037967,.0011571,-.0048019,-.0059328,.0008801,.0041285,-.0003938,.0033648,.0024228,.0079287,-.000408,-.0006167,.0002529,.0001343,.0000491,.0000883,-.0000489,-.000238,-.000024,.0003371,-.0000333,-.00025,.0034284,.0259792,-.0002121,-.0005452
36,.0072508,.0173967,-.0083667,.0018577,.0000425,-.0152602,-.0045562,-.0082337,.0029215,.0169248,.0115753,.0065814,-.0003962,-.0006701,.0003549,.0000815,-.0000626,.0002679,.0000186,.0000692,-.000125,-.0002197,-.0004245,-.0000991,.0088672,.0192666,-.0006347,-.0005703
37,.0072623,-.0184215,-.0089232,-.0120131,-.0106166,.0189804,-.003675,-.000299,-.0013975,.0257444,.0081557,.0062712,-.0003598,.0000696,.0003341,.0003633,.0002892,-.0003845,-.0000641,-.0001821,.00005,-.0001956,-.0002365,-.000253,-.0091943,.0202624,.000013,-.0005822
38,.0048865,.0136192,-.0129304,-.0062857,-.0096247,-.0189959,.0031726,-.0056815,-.0041547,.0062226,.0068093,.0102608,-.0003744,-.0005009,.0004772,.0002861,.0002054,.0003694,-.0001966,-.0000436,.0000586,-.0000334,-.000288,-.0001257,-.0118413,-.0008605,-.0001178,-.000048
39,.006292,.0303366,-.0080105,.0019459,-.0038639,.0043741,-.0027464,-.0455966,.0027722,.0138693,.0027926,-.0058809,-.0004658,-.000753,.0004204,.0000219,-.0000302,-.0002196,.0000534,.0006959,-.0001301,-.0001546,-.000063,.0001283,-.002764,-.0009515,-.0002153,-.0002811
40,.0065952,.022145,-.0097261,.0026489,-.0142518,-.0141378,-.0011965,.0000858,-.0072815,.0020095,.0016541,.011052,-.0004893,-.0006692,.0003177,.0001076,.0003258,.0002399,-.000181,-.0001049,.0002431,.0001174,-.0000583,-.0003697,-.0242065,.0238034,.000158,-.0006789
41,.0035246,-.0025196,-.0081855,.0242412,-.0126419,-.0196113,-.0042742,-.00824,-.0011695,-.0026842,.0134648,.0162625,-.0002261,-.0002218,.0003154,-.0003352,.0003587,.0004765,-.000083,3.42e-06,.0000579,.000362,-.0005555,-.000478,-.0092817,.0074485,-.0001326,-.0001931
42,.0035326,.0173659,-.0060357,-.0104442,-.0035247,-.0141487,-.0068911,-.0044677,-.0012248,.0120958,.0066596,.0118172,-.0001192,-.0004528,.0002353,.0002368,.0000657,.0003653,.0000758,-.0000514,.0000637,-.0001069,-.0003814,-.000254,-.0074841,.0122184,-.00006,-.000263
43,.0202142,.0198889,-.0116444,-.0073267,-.0136417,.0010478,-.0030437,-.006622,.0018272,.0197872,.0035059,.0090515,-.0009571,-.0006463,.000386,.000312,.0004132,-.0000372,-.0000823,.0000741,-.0000404,-.0002554,-.0001214,-.0000931,-.0027825,.0358267,-.000402,-.0006459
44,.0096216,.0066736,-.0093164,-.0065288,-.0044976,-.0082518,-.0041816,.0139786,.0017917,.0042994,.0064888,.009995,-.0004388,-.0003852,.0003785,.0003146,.0001189,.0001924,.0000245,-.0003724,-.0000888,.0000706,-.0001752,-.0002214,-.0000935,.020166,-.000181,-.0004014
45,.0100584,.0226302,-.0122646,-.0143047,-.0106483,.0115763,-.0042614,-.0207348,.0009743,.0307045,.011633,-.0022347,-.0004196,-.0006319,.0004304,.0005414,.000261,-.0002484,-.0000818,.0002391,-.0001176,-.0004228,-.000351,.0000535,-.0045086,.0276368,-.0002786,-.000469
46,.0132807,.0188841,-.0084201,.0055025,-.0094209,-.0084353,-.0014032,.0112351,.001172,.0015248,.0063042,.0042532,-.0006494,-.0005871,.0002585,.0000352,.0001945,.0001584,-.0000793,-.0005194,4.36e-06,.0002346,-.0001188,-.0001179,.0015127,.0329644,-.0003902,-.0007961
47,.0064905,.0276306,-.0145623,.0021722,-.0135302,-.0051351,.0014232,-.0138796,-.0065769,.0117825,.0087504,.002054,-.0003957,-.0008443,.0006192,.0001846,.0002742,.0001045,-.0002133,.0000127,.0002221,.0000429,-.0003182,-.000116,-.0180053,.0246246,.0001884,-.0006156
48,.0037086,.0231678,-.0088992,-.0039505,-.0060256,-.0141947,-.0054204,-.0205656,.0000677,.0170895,.0143128,.0132455,-.0001746,-.0007131,.0003013,.000337,.000136,.0004406,.0000164,.0003175,-.0000143,-.0002861,-.0004879,-.000277,-.0022561,.0147921,-.000223,-.000181
49,-.0003987,.003994,-.0118435,-.0011622,-.018215,.0006283,-.0017078,.0130525,-.0042456,.0110487,.0035171,.0053403,-.0001677,-.0003583,.0004028,.0001247,.0004355,-.0000499,-.0000408,-.000411,.0000615,-.0001588,-.0001386,-.0000491,-.0328935,.0329016,.0005527,-.0009024
50,.0088163,.0201339,-.0128454,-.0089385,-.0129765,.0016312,-.0018978,-.0150451,-.0028218,.0057082,.0130397,.001878,-.0005844,-.0006813,.0004391,.0003779,.0004465,-.0001308,-.0001775,.0001764,.0000709,-.0000559,-.0003759,2.63e-06,-.0086855,.0053677,-.0001812,-.000311
51,.0042441,.0243382,-.0099525,-.0085625,-.0012614,-.0143194,-.0024558,-.0164513,-.0036453,.0113853,.005763,.0060102,-.0003455,-.0007784,.0003767,.0002857,.0000348,.000166,.0000459,.0001924,.0001957,-.0001811,-.000168,-.000263,-.0073079,.0024006,.0001396,-.0005784
52,.0060729,-.0051905,-.0148009,.0058899,-.0086145,-.0170866,.001021,.0003058,-.0014638,.0105564,.0008799,-.0031353,-.0004334,-.000251,.0005305,.0001979,.0002461,.0003011,-.000092,-.0000537,-.0000713,-.0001638,.0000233,.0000962,-.0169053,-.0086603,.0002031,.0001267
53,.0019362,.0119151,-.0094194,.0167826,-.007907,.0221654,-.004055,-.0301303,-.0034741,-.0441874,.0049427,-.0046484,-.0002562,-.0005685,.0004655,-.000062,.0002397,-.0005639,-.0000253,.0003988,.0001732,.0011114,-.0002534,.0001379,-.0179766,-.028103,.0003435,.0004537
54,.0125258,.005013,-.0074108,-.0128344,-.0069825,-.0079157,.0005578,-.0023737,.0041332,.0150531,.0006055,.0223366,-.0007319,-.0003135,.0003203,.0003591,.0001127,-.0000192,-.0000755,-.0001992,-.0001144,-.0000517,.0001311,-.0004569,.0034291,.0192789,-.0003577,-.0006815
55,.0080195,.0310894,-.0072791,.014899,-.0041651,-.0187661,-.0015308,-.0147729,.0023161,.0001175,.0099345,.0130647,-.0003318,-.0009272,.0002922,-.0001961,.000049,.0002195,-.0000298,.0001775,-.0000876,.0001909,-.0004325,-.0002621,.0072951,.0256316,-.0005405,-.0007974
56,.0074203,.0190847,-.0081484,-.0122098,-.0059098,.0010633,-.0014142,-.0061531,-.0075105,.0129771,.0090413,.0154,-.0004306,-.0007605,.0003505,.0004159,.0001769,-.0000513,-.000181,.0000301,.0002589,-.0001253,-.0003127,-.0004815,-.0065213,.0301622,-.000138,-.0009726
57,.0127368,.0374844,-.0151344,.0138734,-.0109253,-.0204173,.0000955,.0033072,.0004676,-.0038203,.0022902,.0061883,-.0006305,-.0009875,.0005913,-.0001441,.0003103,.0002612,-.0000589,-.0003775,-.0000222,.0002806,.0000664,-.0001948,-.0104697,.0366157,.0002564,-.001162
58,.0080435,.0110893,-.0084392,-.005835,-.0084662,-.0149321,-.0011864,.0021107,-.0018351,.0088258,.0061158,.0202871,-.0003702,-.0005185,.0002959,.0002708,.000179,.0001674,-3.77e-06,-.0001408,.0001285,-.0000847,-.0002402,-.000497,-.0057676,.0215459,-.0000107,-.0008028
59,.0077239,.0390553,-.0077838,.0099106,-.003949,.0065452,-.0009469,-.0168254,.0001215,-.0016168,.008905,.0075024,-.0004379,-.0009311,.0002843,-.0001134,.0001846,-.0001916,-.0001457,.0000612,-.0000228,.0001126,-.0002693,-.0001857,.0040707,.0445712,-.0004067,-.001248
60,.0208076,.023572,-.0041657,.0044398,-.0008013,-.000327,-.0034236,-.0040345,.0028372,.0294381,.0060855,-.0052398,-.0005659,-.0006249,.0000879,-.0000814,.0000283,.0000359,-.000113,-.0001431,-.0000776,-.000293,-.0001791,.000074,.0213398,.0478486,-.0008193,-.0010326
61,.0088892,.0044783,-.0049368,-.0179941,-.0060797,-.0067209,-.0067418,-.0146158,.0000148,.0068274,.0070081,.0097144,-.0003448,-.000243,.000236,.00048,.0002177,.0001682,.0001266,.0000568,-.0000359,.0002513,-.0002135,-.0003466,-.0018463,-.0183106,-.000014,.0003667
62,.0026251,.0145257,-.0072084,-.0095923,-.0050506,-.0117774,-.0025403,-.0113365,.0012159,.0047073,.0021874,.0160233,-.0001015,-.0005584,.0003705,.0003687,.0001485,.0002462,.0000424,.0000901,-.0000724,.0001483,-.0001274,-.0003755,-.0087709,.0025501,.0002601,-.0000806
63,.0021321,.0163519,-.0116161,-.0073598,-.0042669,-.0131482,-.006831,-.0113049,-.0033844,.0024614,.0050339,.0120231,-.0002253,-.000571,.0004313,.0001987,.0000278,.0001838,.0001305,.0000763,.000033,.0000808,-.0002193,-.0001827,-.0189323,-.0009764,.000178,-.000214
64,.0099824,.0169352,-.0124211,-.0029176,-.0037899,-.016567,-.0031523,-.0065553,.0052302,-.0069758,.0062309,.0081587,-.0003224,-.0004529,.0004603,.0003019,.0001742,.000446,.0000358,-.0000422,-.0001085,.000398,-.0002777,-.0001012,.0020802,-.0079219,-.0000383,.0005496
65,.0160364,.0022435,-.0076464,-.007519,-.0085599,-.0133676,.00331,-.0176542,.0016881,.0106801,.0001762,.0044951,-.0007368,-.0002058,.0002367,.0004671,.0002946,.0003359,-.0002773,.0003639,-.0000239,.0000589,.0000394,-.0000409,.0050043,-.0211222,-.0004672,.0009792
66,.007926,.0017763,-.0044078,-.0007015,-.0023561,-.0117972,-.0023857,.0073112,.0038777,-.0065282,.0063449,.0102628,-.0003715,-.0004873,.0002129,.0002683,.0000761,.0002423,-3.20e-06,-.0002262,-.0001508,.0003276,-.0002601,-.0002036,.0089991,.0003233,-.0004965,-.0000788
67,.0021681,-.0001232,-.008166,-.008244,-.0063007,-.0092504,-.0006797,.0008276,-.0009793,.010875,.0014448,.0159146,-.0002134,-.0002217,.0003378,.0003139,.0001334,.0000704,-.0000456,-.0001746,-.0000723,.0000154,-.0000516,-.0003326,-.0125128,.0099996,.0000884,-.0003292
68,.0065872,-.01214,-.012747,.0064353,-.0064254,.0037522,-.0045565,.004371,-.0049938,-.0045512,.0107348,.0057194,-.0003921,-.0000221,.0004586,.0000833,.0001672,-.0001375,.000032,-.0002821,.0002169,.0002361,-.0004898,-.0000762,-.0114006,.0035867,-7.16e-06,-.0001985
69,.0130827,.0266695,-.0073708,-.0166067,-.0013247,.0054972,-.0037156,-.0206625,.0026054,.020023,.0036427,-.0043288,-.0005094,-.0008093,.0002855,.0002199,-.0000112,-.0001018,.0001575,.0002332,-.0000624,-.0002753,-.0001724,-.0000463,.0069197,.0105918,-.0003124,-.0007796
70,-.0000683,.0126032,-.0090714,.0099876,-.0066803,-.0066068,-.0076266,.0163415,-.0043535,.004018,.0115092,.0063981,-.0001435,-.0005377,.0003596,-.0000693,.0001089,.0000799,.0001624,-.0003021,.0001428,-.0000114,-.0004928,-.0001652,-.0162909,.0427416,.0001373,-.0010059
71,.0054569,.0126304,-.0103299,-.0105841,-.0125762,.0005906,-.0057849,-.0187457,-.0010804,.0071828,.0033387,.0023893,-.0003791,-.0005133,.00041,.0002356,.0003074,-.0001004,.0001576,.0001654,-.0000102,.000064,-.0001394,-.000087,-.0209759,-.0065366,.0003462,-.0002357
72,.0091541,.0225733,-.0072679,-.0062227,-.003357,.0032225,.0001528,-.0185846,.0008786,.0075775,.0064962,.0105159,-.0003947,-.0007834,.0003438,.0002488,.0001125,-.0001179,-.0000935,.0003333,-.0001076,-.0001086,-.0003469,-.000299,.0060568,.0190818,-.0004863,-.0007268
73,.0048577,.0115964,-.0041353,-.0093776,-.0120281,-.0180588,-.0004368,-.0057698,-.0040971,.008095,.0062049,.0135371,-.000341,-.000452,.0001283,.0002967,.0003175,.0003523,-.0002812,-.0001062,.0000925,.0000549,-.0002507,-.0002398,-.0096347,.0000223,-.0003346,-.000094
74,.0082868,.0272621,-.0116303,.0072581,-.0097437,-.0055009,-.0053652,.0049342,-.0053557,.0090424,.0049851,.0071131,-.0004068,-.0007272,.0004496,9.78e-06,.0002021,-.0000501,.0001308,-.0002471,.0002141,.0001524,-.0001135,-.0003082,-.018823,.0501089,.0004763,-.0011704
75,.0149154,.0197518,-.0065357,-.0057116,-.0008687,-.0150368,.0040424,-.0190427,.0045012,-.0002875,.0070558,.010714,-.0005773,-.000636,.0003029,.0002738,.0001276,.0002837,-.0002558,.0002627,-.0001178,.0002348,-.0002113,-.0002048,.0231104,-.0096127,-.0007317,.0002141
76,.0096124,.0130747,-.008093,-.0072306,-.0012626,-.024774,-.0021498,-.0005003,.002567,-.0039088,.0054151,.0229138,-.0004473,-.0005993,.0004069,.0001939,.0000796,.000413,.0000103,-.0000458,-.0000408,.0002484,-.0002277,-.0005406,.0060893,-.0004251,-.0002191,-.0003303
77,.0178252,.0266725,-.0082884,.0006333,-.0062178,-.0106094,.0024722,-.0085882,-.000333,.0161757,.0011061,.018138,-.00066,-.0009828,.0002942,.0001677,.0002582,.0001579,-.0001864,-.0000407,.0001439,-.0001316,.0001192,-.0004497,.0065643,.0424219,-.0000309,-.0012791
78,.0050372,.0134726,-.0092539,-.0071857,-.0025398,-.020529,.0005462,-.0075628,.0000249,.0047492,.0024954,.0201663,-.0002048,-.0005125,.0003904,.0003488,.000055,.0003333,-.0001059,.0000259,-.0000124,.0000296,-.0001854,-.0003741,-.00369,.0031107,-.0000632,-.000149
79,.0086685,-.0180092,-.0068836,-.0249001,-.0118404,.034199,-.0005962,-.01953,-.006131,.0105849,.0057919,.0022509,-.0004943,-3.54e-06,.0002954,.0006955,.0003733,-.0007669,-.0001615,.0002323,.0003217,-.0000334,-.000288,-.0000547,-.0109908,-.0154045,.0000465,.0000692
80,.0132463,.0481372,-.0107527,.0065467,-.0093691,-.014685,-.0036206,-.018094,-.0041375,.0077165,.0115245,-.0013514,-.0005257,-.0012632,.000352,-.0000255,.000296,.000291,5.45e-06,.0002586,.0001502,.0000495,-.0004878,.0000539,-.0031091,.0282699,-.0002098,-.0006357
81,.0058599,.0198527,-.0113372,.0003017,-.0120916,-.0150443,-.0039891,-.0109183,-.0025658,.0073509,.0098283,.0115774,-.0004576,-.0007723,.0003668,.0001476,.0002716,.0002478,-.0000792,.0000367,.0000298,.0000592,-.0002649,-.0002896,-.0142954,.0131201,-.0001335,-.0005705
82,.0049486,.0225794,-.0048385,.007394,-.0083519,-.0221654,-.0018537,.0031979,-.0040443,-.0187015,.0080867,.0194391,-.0003454,-.0006766,.0001961,-.0001572,.0001354,.0003944,-.0000352,-.0002607,.0001818,.0007784,-.0003791,-.0005781,-.0060532,.0117435,-.0002464,-.0004997
83,.0069986,.0108652,-.0071548,-.0003769,-.0051986,-.0260336,-.0024694,.0077793,.0016631,.0008555,.004078,.0200587,-.000176,-.0006257,.0003412,.0002267,.0000685,.000438,-.000045,-.0003327,-.0000579,.000242,-.0001571,-.0003914,-.0020831,.0131483,-.0000262,-.0004432
84,.0047381,-.0060638,-.0059073,.0044188,-.0114672,-.0317295,.0010964,.0190365,-.0050273,-.0199959,.0002954,.0413806,-.000444,-.0001015,.0001218,.0001074,.0001758,.0004655,-.000069,-.0005224,.0000719,.0005768,-.0000291,-.0008387,-.016272,.0070466,-.0001726,-.0003129
85,.02051,-.0124264,-.0051694,-.0046449,-.00255,.0155625,.0027103,.0107607,.002297,.0033874,.0032157,-.0015989,-.0006758,-.000094,.000244,.0002564,.0001154,-.0003744,-.0001134,-.0003152,.0001123,.0001013,-.000057,.0000568,.0210137,.0110404,-.0003746,-.0003689
86,.0060568,.0193057,-.0080483,-.0108509,-.0005528,-.0109419,-.0018099,-.0193037,-.0042368,.0069915,.0052206,.00782,-.0002112,-.0004981,.0003106,.0004288,-.0000593,.0001603,-.0000568,.0002405,.0001759,.0001449,-.0002456,-.0000878,-.0033703,-.0069792,-.0000865,.0003885
87,.0127995,.0113692,-.0052465,-.01078,-.0116505,-.0133086,-.0014835,-.0038658,.0053176,.0127629,.0056005,.0129081,-.0004032,-.0005669,.0002588,.0003565,.0003493,.0003442,-.0000368,-5.52e-06,-.000127,-.0000905,-.0001915,-.0001346,.0053371,.0090858,-.0001504,-.0000968
88,.0144962,.0188383,-.0049185,.0299497,-.0036536,.0013763,-.0041211,-.0023005,-.0011238,-.002916,.0036995,.005213,-.0006735,-.000821,.0002976,-.0003365,-.0000887,.0000149,-.0000106,-.0000268,-4.97e-06,.0001551,-.0000116,-.0001054,.0043787,.0501608,-.0004918,-.0011198
