run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
747,.0061179,-.0037654,-.00986,.0000735,-.0046124,-.0192893,-.005387,.0160634,.0024039,.004563,.0012541,.0235976,-.0003285,-.0002606,.0003948,.0002613,.0001329,.0003654,.0001064,-.0004135,-.0001509,.0000921,-8.12e-06,-.0006236,-.0100835,.0212428,.0001467,-.000579
748,.007086,.0082579,-.0101151,-.0004487,-.0138282,-.0219725,-.0025553,.0008335,-.0033947,-.0040066,.0009789,.0196128,-.0005024,-.0002182,.0004185,.0001709,.0002671,.0004811,-.0000729,-.0003716,.0001626,.000473,-.0000229,-.0004759,-.0218284,.0022763,.0002501,.0000593
749,.0104424,.0523045,-.0081776,.0033712,-.0047856,-.0221121,-.0031559,.0026426,.0013041,-.0046078,-.002148,.0121452,-.0004168,-.0013258,.000271,-.0000115,.0001033,.0004049,-.0000309,-.0001208,-.0001703,.0002226,.0000574,-.0002973,-.0065205,.0437435,-.0001862,-.0011279
750,.0141387,.0104452,-.0080192,-.0155849,-.0082067,-.0172381,.0053437,-.0127754,.0035509,-.0011642,.004872,.0201978,-.0005431,-.0003651,.0003404,.0003084,.0001971,.0003716,-.0002962,.0000672,-.0001269,.0003764,-.000169,-.0005228,.0116794,-.0161196,-.0005978,.0002357
751,.0096623,-.0067492,-.0103011,.010195,-.0053965,-.0100204,.0014036,.0011676,.0010265,-.0121874,.0087145,.0083459,-.0005058,-.0001021,.0003265,.0000448,.0001279,.0002016,-.000182,-.0001246,-.0000535,.0005111,-.0003502,-.0002143,.0051093,-.0092486,-.0006371,.0003165
752,.0150279,.0105117,-.0035963,.0080804,-.0053971,.0059952,.0047845,-.0021444,-.0042514,.0002172,.0005322,-.0012336,-.0006781,-.0005624,.0001642,-.0000143,.0001094,-.00022,-.0002024,-.0000244,.0001598,.000188,-.0000287,-.0000559,.0070997,.0214264,-.0004758,-.0006889
753,.0092292,.0197152,-.0068205,.0091762,-.0086552,-.0029664,-.0016461,-.0080915,.0013107,-.0021684,.0087674,.0103358,-.0004089,-.000764,.0002486,.0000172,.0001824,.0000796,-.0001539,.0000763,-.0000332,.0003742,-.0003143,-.0004105,.0021854,.026001,-.0004794,-.0006272
754,.0064792,.0309788,-.0084986,.0099817,-.0095094,-.0213952,-.0106857,-.0028739,-.001141,.0074466,.0087869,.010835,-.0002847,-.0009013,.0003373,-.0002242,.0002244,.0002795,.0003466,-.0001019,.0000235,.0000153,-.0003306,-.0003466,-.0145686,.034973,.0003165,-.0012792
755,.0015198,-.014586,-.0108803,-.0083115,-.0133179,.016259,-.0002429,-.0076669,-.0063619,-.0039334,.0043673,.0079746,-.0002726,.0002601,.0004324,.0004007,.0004193,-.0002319,-.0001324,-.0002184,.0002769,.0003363,-.0001888,-.0001468,-.0249159,-.0102642,.000535,.0004001
756,.0125229,.014415,-.0041908,-.0111545,-.0054254,.0050729,.0018112,-.0065145,.0002588,.0195069,.0011436,.0116221,-.0005553,-.0004695,.0001752,.0004264,.0001594,-.0001737,-.0002184,5.83e-06,.0000406,-.0000615,-.0001248,-.0002731,.0061204,.0329479,-.0005233,-.0005456
757,.008699,.0138455,-.003987,.0162984,-.0069816,.038806,-.0087894,.0028001,.0046959,-.0440937,.0105684,.0181323,-.00049,-.0005148,.0001575,-.0002186,.0001832,-.0008124,.0001798,-.0001212,-.0001586,.001264,-.0001967,-.00035,.0042053,.0457886,-.0003247,-.000753
758,.0094356,.0052017,-.0092999,-.0129918,-.0001567,-.0060996,.0012995,-.0071716,.0046649,.0059656,.0065554,.0069465,-.0003883,-.0004943,.0003967,.0003994,-.0000263,.0001077,-.0000814,-.0000358,-.0002251,.0000838,-.000215,-.0001668,.0124987,-.0081492,-.0005394,-.000106
759,.0199192,.0025456,-.0099259,.0120424,-.005619,-.0168964,.0028695,.0077125,.0039196,-.0066757,.0043836,.0122686,-.0006018,-.0004832,.000511,-.0000337,.0001805,.0003282,-.000263,-.0001847,-.0000375,.0005377,-.0002608,-.0003525,.0155471,.010997,-.0004715,-.0001883
760,.0081309,-.0039625,-.0048682,-.0026153,-.0064314,-.0002898,.0035527,-.0012659,-.0014708,-.0048186,.0045461,.0020617,-.0003194,-.0002019,.0001377,.0001072,.0001883,-.0000204,-.0002246,-.0001656,.0000644,.0002515,-.0001926,.0000454,.0034592,-.0108904,-.0003462,.0000162
761,.0089887,.0077243,-.0080903,-.0162354,-.0111036,-.0144772,-.0056097,-.0055928,-.0003361,.0076693,.0054461,.0124326,-.0003339,-.0003902,.0002745,.0005547,.0003195,.0002916,-.0000197,-.0000433,-.0000325,.0001308,-.0002326,-.0003257,-.0107048,-.0084793,-.0000246,.0002179
762,.0041012,.0255666,-.0126317,-.0068153,-.0095363,-.0141949,-.00402,-.0053204,-.0003277,.0053146,.0101106,.0171087,-.0003334,-.0007719,.0004583,.0003629,.0001961,.0001487,-.0000201,-.0001913,-.0000482,.0000461,-.0004238,-.0004411,-.0123039,.0216593,-.0001711,-.0008464
763,.0032104,.0206188,-.0111719,.0056667,-.0067921,-.0148651,-.000281,-.0195547,-.0047369,-.0063083,.004085,.0102655,-.0003892,-.0006752,.000421,-.0000777,.0002719,.0001934,-.0000679,.0001561,.0001088,.0002459,-.0001278,-.000194,-.0156864,-.0041772,.0002168,-.0003514
764,.0165064,.0132972,-.007643,.0006077,-.006672,-.028077,-.0032843,.0032905,.0060186,-.0034217,.0072992,.0189698,-.0005622,-.0005219,.0002963,.0001131,.0002369,.0006919,-.0000531,-.000168,-.0001854,.0001522,-.0003007,-.000415,.0122249,.0046666,-.0005682,-.0001477
765,.0063882,.0087494,-.0127983,-.0072364,-.0041078,-.0118832,-.0028209,-.0105696,-.0017842,-.0066944,.0086914,.0114944,-.0003474,-.0004879,.0004868,.0004361,.0001628,.0001925,-.0000412,.0000755,.0001969,.0004351,-.0003849,-.0003857,-.0064316,-.0161398,.000073,.0002656
766,.0055718,.0166896,-.0071001,-.014895,-.0057371,-.0090427,-.0047413,-.0152029,-.0008249,.0051303,.0074338,.0112217,-.0002261,-.0004935,.0002858,.000451,.0001698,.0001332,4.21e-06,.0000874,.0000161,.0001645,-.0004364,-.0003334,-.0053979,-.006099,-.0001866,9.27e-06
767,.0075541,.0143258,-.010899,.0123737,-.0056503,-.0127163,-.00604,.015238,.0024686,-.018225,.0087293,.0157877,-.0004794,-.000781,.0004152,-.0000447,.0001022,-.0001259,.000128,-.0004912,-.0001552,.0005227,-.000279,-.0002758,-.0038373,.0267839,-.0002681,-.0011957
768,.0027038,.0146177,-.0056419,-.0118706,-.0131219,-.0180034,.0015787,-.0114979,.0044148,.0059893,.0035132,.0185466,-.0002675,-.0004644,.0002272,.0003295,.0001781,.0002941,-.0000498,.0000901,-.0002575,.000045,2.06e-06,-.0002923,-.0065532,-.0022183,-.0001675,1.83e-06
769,.0005369,-.0042654,-.0135029,-.0210835,-.0115583,.0161042,-.0061857,-.0110875,-.0007737,.0315367,.0084821,.0006629,-.0000752,-.000183,.0004738,.0006256,.0002752,-.0002911,.0000476,.0001664,-.0000935,-.0004656,-.0002609,-2.46e-06,-.0230016,.0118673,.0003671,-.0001501
770,.0100232,.0158992,-.0126301,-.0052519,-.0085504,-.02029,-.0007523,.0059483,-.0054458,.0027485,.0110918,.0129758,-.0004453,-.0006455,.0004587,.0001624,.0002899,.0003981,-.0002359,-.0003256,.0001953,.0001255,-.0004575,-.0003344,-.0062637,.01203,-.0001948,-.0006196
771,.0031526,.0176181,-.0112973,-.0157665,-.0052068,-.0113424,-.0051921,-.0084088,.0001818,.0117798,.0076984,.0096989,-.000246,-.0004801,.0004648,.00046,.0001382,.0002726,.0000736,-.0000302,-.0000963,-.0001621,-.000237,-.0002339,-.0106634,.0035791,.0000973,-.0001736
772,.0031984,.0390061,-.0053513,.0138676,-.0081536,-.0034069,.0006908,.0036131,-.0025557,.0177442,.0021987,-.0020363,-.0003343,-.0010518,.0002332,-.0002119,.0002565,-.0000687,-.0000562,-.0001947,.0001778,-.0002293,-.0001058,.0001622,-.0099727,.0687878,.0001713,-.0015942
773,.0116885,.0109499,-.0061734,-.0064323,.0033569,-.0179694,-.001719,-.005812,.0063024,.0041647,.0031596,.0150507,-.000506,-.0004895,.0003229,.0003486,-.0000507,.0002431,.0000854,-.00005,-.0000854,-.0000533,-.0001225,-.0002704,.0166149,-.0000484,-.0003563,-.0002715
774,.0008626,-.0070558,-.0107817,-.001094,-.0107147,-.0186797,-.002821,.0036829,-.0074543,-.0063896,.0078971,.0046818,-.0000485,3.16e-06,.0003336,.0001655,.000345,.0005758,-.0000223,-.000117,.0002134,.0004696,-.0004029,-.0000932,-.0230119,-.0248544,.0004184,.0010038
775,.0028096,.0002629,-.0115186,-.0147379,-.0096744,.002153,-.0005607,-.0051479,-.0018444,.0225693,.0060246,.0097228,-.0003138,-.0005012,.000503,.0005067,.0001644,-.0001231,-.0000682,-1.34e-06,.0002041,-.0002478,-.000207,-.0002448,-.014764,.0148223,.0002825,-.0006115
776,.0124217,.0066118,-.0090629,-.0023457,-.0011115,.0018813,.0004986,.0173815,.0002036,.0144348,.0103239,.0088315,-.0004754,-.0004097,.0004192,.0002473,-.0000122,-.0001712,-.0001336,-.0005599,.0001142,-.0000349,-.0003823,-.000313,.0132734,.0467953,-.0004701,-.0012414
777,.0099922,.0257541,-.0064452,.0082382,-.0025956,.0027173,.0005129,-.0264317,-.0016412,-.0014824,.0077278,-.0052523,-.0004154,-.0007912,.0002228,-.0002314,.0000558,-.0000203,-.0001414,.000413,.0000391,.0001704,-.0002141,9.63e-06,.0075509,.0035432,-.0004532,-.0004498
778,.0107516,.0096407,-.0077256,-.0046263,-.0112383,-.0103061,-.004406,.0012468,.0029952,.0065629,.0129696,.0298248,-.0005661,-.0004991,.0003481,.0002275,.0003763,.0000456,.0001435,-.0004044,.0001138,.0002519,-.0004681,-.0008009,.0033465,.0323427,-.0000524,-.0011795
779,-.000322,.022225,-.0124669,-.0055356,-.0153948,-.0207354,-.0069029,-.0056633,-.0006521,.0038285,.0129495,.0087887,-.0001657,-.000737,.0003713,.0001537,.0002648,.0003894,.0000752,-.0001686,-.0001636,.0000686,-.0004766,-.0001764,-.0227892,.0029079,-.0000945,-.0004705
780,.0048912,.0067466,-.013458,-.004825,-.0125047,-.0049737,-.0010281,-.0035917,-.0057933,.0165371,.0079303,.0054166,-.0003259,-.000381,.0004522,.0002789,.0003418,.0000163,-.0000792,.0000398,.0002478,-.000032,-.0002391,-.0000977,-.0199626,.0153099,.0003976,-.0001757
781,.0095103,.0099273,-.0038965,-.0151808,.0003392,-.0147806,-.0017974,.0014776,.0002098,.012084,.0076917,.0199684,-.0004299,-.0004548,.0000738,.0003905,-.0000685,.0002823,-.0000199,-.0002807,-.0000939,-.0001885,-.0002833,-.0004772,.012057,.0134959,-.0008216,-.0007285
782,-.0008074,.0237116,-.0096834,-.0028814,-.0054755,-.0102906,-.0104259,.0056329,.0009354,-.0000241,.007355,.0087945,-.0001473,-.0007399,.0004052,.0002332,.0000621,.0002082,.0002844,-.0002758,-.000041,.0000467,-.0003701,-.0002444,-.0181017,.0249428,.0001933,-.000772
783,-.0007176,.0071136,-.0101806,-.0016962,-.0147353,.0093014,-.0073132,.0127331,-.0055245,.0040206,-.0009719,.0022694,-.0003469,-.0004984,.0003124,.0002105,.0002389,-.000275,.0001823,-.0003993,-.0000633,-.000095,.0000912,-.0000461,-.0394431,.0337418,.0004146,-.0011033
784,.0096652,.0542832,-.0060242,.0183487,-.0036613,-.026123,-.0031688,.0003439,-.0015584,-.0080056,.0048331,-.0167629,-.0005256,-.0013229,.0002234,-.0003375,.0000376,.0004977,6.92e-06,-.00034,.0000976,.0003942,-.0001561,.0003087,.0000856,.0220842,-.0003162,-.0007999
785,.0084746,.0381635,-.0117335,-.0038758,-.0069662,-.0053432,-7.76e-06,-.0213589,-.0020691,-.0015364,.0075436,.0071147,-.0004227,-.00104,.0004321,.0002352,.0001378,.0000264,-.0001807,.0001838,.0001076,.0003106,-.0002891,-.0002397,-.0047584,.013164,-.000215,-.0005237
786,.0055958,.006708,-.0042764,-.0096012,-.0081497,-.0126406,-.0007941,.0021784,-.0004435,.0144774,.0049006,.0172513,-.000262,-.0005481,.000254,.0005401,.0001352,.0001433,-5.20e-06,-.0002005,.0000605,-.0000954,-.0001939,-.0004819,-.0031673,.0183733,-.0000115,-.0006424
787,.0060967,-.0104773,-.0141902,-.0046485,-.0092191,.0531608,.0003485,-.001181,.0031345,-.0047546,.010095,.0100193,-.0002501,-.0000401,.0005176,.0001752,.0002984,-.0011755,-.0001756,-.000133,-.0000217,.0002711,-.0002955,-.0001447,-.0037347,.0421187,.0000731,-.0010469
788,.011668,.0248395,-.0084908,.0306893,-.0009474,-.010618,-.004966,-.0084374,.0027931,-.0233028,.0038608,.0083386,-.0005822,-.0007449,.000293,-.0003176,-.0000203,.0001577,.0000766,.000092,-.000148,.0006983,-.0001743,-.0002058,.0039176,.0215091,-.0005552,-.0003203
789,.0037446,.019435,-.0066256,-.0043255,-.0100899,-.0251368,-.0028434,.0093269,.00065,.010683,.0061396,-.0065625,-.0001435,-.0005424,.0002422,.000165,.0002371,.0005852,.0000626,-.0002701,.000031,-.0000196,-.0002841,.0000773,-.0090246,.0034201,.0001454,-4.60e-06
790,.006846,.0375595,-.0083257,.0069068,-.0091358,-.0146775,-.0010319,.0039489,.0020184,.0022152,.0060788,.0032654,-.000359,-.001021,.0003289,-9.53e-06,.0001828,.0002861,-.0001606,-.0002989,-.0001437,.0001622,-.0002439,-.0001138,-.0035502,.0392183,-.0003956,-.0009949
791,.0106168,-.0014134,-.0074493,-.013238,-.0070405,-.0111766,-.0059584,-.0089259,.0059458,.0002979,.012326,.0166622,-.0005144,.0000824,.0002571,.0003511,.0001715,.0001053,.0001545,-.0001667,-.0001202,.0005652,-.0002985,-.0004772,.0084403,-.0177939,-.00035,.0004601
792,.0040043,.0185156,-.0091656,.0019853,.0014174,-.016273,-.0081162,-.0046824,.0008024,.009285,.0047615,.012133,-.0001627,-.0005242,.0003841,.0000525,-.0001139,.0003239,.0002576,-.0000368,-2.54e-06,-.0000665,-.0001858,-.0002899,-.0062963,.0209634,.0001768,-.0005411
793,.0033752,.0186099,-.0128607,.0333969,-.0197883,-.0220701,.0007327,.0185124,-.0043016,-.0208943,.0071059,.0200813,-.0004001,-.0007523,.0005293,-.0005198,.0005051,.0004145,-.0001465,-.0005507,.0002091,.0006688,-.0001682,-.0005294,-.0257367,.047636,.0005287,-.001269
794,.0038557,.0164101,-.0090922,.0100311,-.0081577,-.006195,.0000936,.0190369,.0026252,-.0011566,.0070982,.0017848,-.0002807,-.0005081,.0003728,-.0000955,.0001625,1.53e-06,-.0000815,-.0005048,-.0001923,.0001943,-.0003099,-.0000438,-.0035772,.0399114,-.0003292,-.0009564
795,.0070505,.0138764,-.0049823,-.0074075,-.0067166,-.0191001,-.0044793,-.0066056,-.0048106,.0116219,.0062472,.0199999,-.0002864,-.0004541,.0001316,.0001487,.0001528,.0004477,.0000882,-.0000311,.0002442,.0000377,-.0002533,-.0005041,-.0076911,.012385,.0000772,-.0003553
796,.0158262,.0117273,-.0089136,-.0031964,-.0068509,.0050149,.0029122,.0043297,-.0009012,-.0126679,.0050045,.014558,-.0007512,-.0006693,.0003844,.0001798,.0001788,-.0001783,-.0003292,-.0003959,.0000951,.0005554,-.000192,-.0004068,.0070771,.0197657,-.0006141,-.0009151
797,.0112691,.0187141,-.0093843,-.0131566,-.0077236,-.0113817,-.0009217,-.0034625,-.0030445,-.0012393,.0067074,.0093831,-.0005896,-.0006552,.0002588,.0003553,.0001408,.0001594,-.0001396,-.0001508,.0000697,.0002554,-.0003095,-.0001393,-.0030977,-.0011429,-.0005694,-.0001752
798,.0082049,.0159035,-.0073539,.0163893,-.0063521,-.0064047,.0009149,.0018527,-.0077314,-.0345712,.0033974,.0045883,-.0004032,-.0004618,.0002041,-.0002212,.0001884,.0001224,-.0000662,-.0002066,.0002183,.0010484,-.0000392,-.0001037,-.0089201,-.0022421,.0001023,.0001775
799,.0109629,-.0281979,-.0085084,.0275901,-.0052548,.0242156,.0001734,.0325939,-.0004967,-.0070311,.0070594,.0191765,-.0004647,.0003797,.0002928,-.0004575,.0001307,-.0005099,-.0001391,-.0008325,.0000252,.0001642,-.0002865,-.0003915,.0039359,.0683471,-.0004416,-.0016476
800,.0115599,-.0130489,-.0054553,.0028572,-.0041071,.0020808,.0002359,.0124789,.0027541,.0229241,-.0004422,-.0128397,-.0004432,-.0001924,.0002286,.0001507,.0000771,-.000223,-.0001295,-.0003713,-.0000858,-.0003216,.000095,.0001539,.0045455,.0144523,-.0002578,-.0008036
801,.0059316,.0285648,-.0093245,.003573,-.0074685,-.0096406,-.0011969,-.0007199,.0027684,-.0024101,.0063413,-.0015049,-.0003637,-.0008802,.0003098,.0000625,.0001169,.0000841,.0000149,-.0001341,-.0001041,.0001799,-.0002173,2.20e-06,-.0029487,.0178623,-.0002435,-.0006856
802,.0108748,.0338722,-.0029997,.035177,-.0046862,-.0183528,-.0010047,.0056848,-.0032849,-.0079918,.0007553,-.0044581,-.0004161,-.0009059,.0001455,-.0007062,.0001123,.0003638,.0000118,-.000266,.0001198,.0006921,-.0000745,-.000028,-.0003453,.0439313,-.0001011,-.0008501
803,.0184556,.0172483,-.0066999,-.0015525,-.005731,-.0051756,-.0004463,-.0055072,.0029096,.0034154,.0110073,.0059126,-.0006992,-.0006521,.0003491,.0000996,.0000963,.0001574,-.0001949,.0000245,.0000802,.0001881,-.0003894,-.0000907,.0194952,.0143409,-.0007579,-.0002731
804,.0200744,.0089824,-.0061393,.0031064,-.008711,.0119681,-.0015083,-.0230743,.0056099,.0371665,.0013264,-.0165924,-.0008037,-.0005344,.000263,.0001596,.000216,-.000307,-.0000111,.0006071,-.0001291,-.000555,-1.78e-06,.0004976,.0106522,.0215567,-.0004666,-.0001321
805,.0094363,.0138294,-.0097004,-.0067347,-.000168,-.0012247,-.0040245,-.011615,.0027036,.0025688,.0036845,.0036147,-.0004354,-.0006694,.0004223,.0003554,-8.54e-06,-.0000265,.0000722,.0001315,-.0001908,.0001144,-.0001544,.0000163,.0019316,.0004384,-.0002946,-.0000783
806,.0112264,.0340466,-.0066637,.0120074,-.0097973,-.0084173,-.0036797,-.0079472,-.0005577,.0098097,.0057474,.0095844,-.0006661,-.0010793,.0002301,-.0001411,.0002222,.0000443,-.0000162,-.0000544,-8.64e-06,-.0000168,-.0001001,-.0002605,-.0037245,.0490836,-.0003387,-.0015077
807,.0112957,.0173592,-.0043499,.0048248,.0010342,-.0181334,-.0028993,-.0062833,.0031126,.0026349,.0054307,.0121463,-.0004816,-.0007476,.0002074,.0001075,-.0001367,.0002509,.0001307,.0001658,-.0001464,.0001893,-.0001558,-.0002092,.013624,.0125485,-.0005824,-.0002433
808,.0131365,-.0129572,-.0098269,-.0171083,-.0083102,.0112562,-.0028763,-.0062715,.0007082,.0052254,.0098728,-.0040768,-.0005108,-.0001916,.0003224,.000456,.0002201,-.0002827,-.0000153,-.0000955,.0001003,-7.79e-06,-.000257,.0000471,.0027042,-.0239322,-.0001403,-.0000744
809,.0059358,.0071634,-.0091283,-.005113,-.003212,-.023103,-.0050952,-.0075936,-.0009608,-.0033803,.0099121,.0271429,-.0004311,-.0004036,.0003714,.0002855,.0000894,.0004195,.0000147,.0000419,1.63e-06,.0002458,-.0004489,-.0005407,-.0025483,-.0048835,-.0004029,.0000484
810,.0130836,.0477492,-.004107,.010687,.0032434,-.0129552,-.0062649,-.0196217,.0052905,.0149967,.0061618,.0028389,-.0006269,-.0012733,.0002073,-.0001989,-.0001733,.0000589,.0002235,.000338,-.0002186,-.0002018,-.0001359,.0000131,.0174074,.043695,-.0007239,-.001264
811,.0130001,-.0111791,-.0060877,-.0031297,-.0068657,.0146226,-.0009039,-.0135239,.0021366,.0081351,.0050956,.0152554,-.0004747,-.0001035,.0002535,.0001646,.0001614,-.0002747,-.0000638,.0000855,.0000819,.00007,-.0001907,-.0003714,.006375,.0101804,-.0002324,-.0004296
812,.0092462,.0137254,-.0101976,.0182229,-.0001213,-.0193442,-.003309,-.0082378,.0065671,-.0157483,.0003163,.0143257,-.0004674,-.000624,.0005886,-.0000559,-.0002161,.0003386,.0001081,-.0000363,-.0003087,.0005768,.0000577,-.0002263,.0025017,.0029437,-.0002379,-.0000272
813,.0117751,.0022157,-.0110747,.0024717,-.0109501,-.0096985,-.0052645,.0123517,-.0002324,.0134076,.0004406,.0101698,-.0004672,-.0003186,.0003605,-.0000426,.0003368,.0003104,.0000693,-.0003881,.0000293,-.0000997,-.0000739,-.0002326,-.015306,.0309181,.0002548,-.0007711
814,.0154313,.0126182,-.008524,-.0141442,-.0036271,-.0110833,-.0018583,-.0025866,.0003132,.0043167,.0050661,.0255148,-.0005384,-.0005807,.0002704,.0004492,.0000474,.0001715,-.0000446,-.0000215,-.0000217,.0001687,-.0001985,-.0004695,.0068011,.0146357,-.0004855,-.0002822
815,.0059374,.0115455,-.0048671,.0070761,-.0089856,-.0160873,-.0022495,.0214788,-.0043249,.0008635,.0048567,.0049566,-.0002908,-.0004417,.0001658,.0000103,.0001408,.0004263,-.000026,-.0005447,.0001204,.0001037,-.0002288,-.0002231,-.0096329,.0298333,-.0001186,-.0006691
816,.0053424,.0138403,-.0075417,-.0042699,-.0017018,-.0151634,-.0068614,-.000724,.0038354,.0100937,.0065324,.0141667,-.0002243,-.0005949,.0002593,.0003129,-2.05e-06,.0001452,.0002061,-.0000949,-.0002022,-.000044,-.0001645,-.0003316,-.0003947,.0179434,-.0001276,-.0006072
817,.0042348,.0199141,-.010043,.0039812,-.0062814,-.0179033,-.0010405,.0020858,.0009572,.003089,.0065702,.0112525,-.0002602,-.0007702,.0004092,.000116,.0001709,.0002904,-.0000524,-.000253,-.0000163,.0002875,-.0002506,-.0003542,-.0056028,.0224193,6.27e-07,-.0006834
818,.0048854,.0136106,-.0119638,-.0035053,-.0105772,-.017974,-.0021701,.0001058,-.0009972,.0078022,.0083363,.0133788,-.0004787,-.0004914,.0004149,.000323,.0002565,.0003163,-.0001193,-.0000458,.0000512,-.000053,-.0003004,-.0003041,-.0124867,.0134181,-.0001758,-.0002551
819,.00788,.0283176,-.0184863,-.0060191,-.0139441,-.0061779,-.0056437,.0027872,-.0049663,.011213,.0084054,.0042341,-.0003021,-.0008464,.0006291,.0003402,.0004783,.0001364,-.0000341,-.0002028,.0000688,-.0001076,-.0003246,-.0001117,-.026755,.0343548,.0005155,-.0007919
820,.0138642,-.0091006,-.0078167,-.0128821,-.0085012,.0025817,-.000248,-.0009199,.0022417,.0026333,.001837,.0253465,-.0006494,-.0001011,.0003485,.0004571,.0002683,-.0000213,-.0000852,-.0002077,.0000103,.0003336,.0000483,-.0005327,.001377,.0076588,-.0000592,-.0000722
821,.0122061,.0271133,-.0010342,.0188718,-.0022194,-.0046084,-.0003397,-.0193711,.003319,-.0498584,.0035972,.026924,-.0005328,-.0005889,.0001425,-.0003477,-.0000559,.0000948,-.0000105,.0000665,-.0000389,.0017655,-.0001544,-.000841,.0155291,-.0009288,-.0006501,.0001493
822,.0057141,.0179417,-.0070184,.0128063,-.0051637,-.008431,-.0059446,.0224224,-.0008244,-.0033411,.0075381,.0115693,-.0004015,-.0006027,.0002234,-.0000582,.000244,.0002313,.000058,-.0005957,.0000847,.0002877,-.0002392,-.0002807,-.0056989,.0529676,-.0000306,-.0010184
823,.0082349,.0408588,-.0073351,.0103345,-.0007131,-.0113924,-.0025993,.0127073,-.0000562,-.021161,.0056916,.0300711,-.0004167,-.0010934,.0003548,-.0000721,-.0000176,4.97e-06,-.0000648,-.0005841,-.0000108,.0006223,-.0001754,-.0006009,.0032229,.0614184,-.0003304,-.0017232
824,.0135705,-.0010012,-.0091045,.0152394,-.0024338,-.0039039,-.0001692,.0211139,.0005101,-.0138005,-.0008102,.0047063,-.0006265,-.0000485,.0003217,-.0001738,.0000525,.0001526,-.0000639,-.000497,.0000526,.0005467,.0000232,-.0000785,.0015629,.0223539,-.0002405,-.0000986
825,-.001668,.0152319,-.009556,-.0087227,-.0117133,-.0122713,.0016116,-.0088048,-.0018512,.0040347,.0025024,.0156532,-.0001154,-.0005227,.0004196,.0002357,.000146,.0001775,-.0001213,-.0000559,-.0000848,.0001043,-.0001619,-.0003134,-.0206746,.0051209,.0000822,-.0003744
826,.0068819,.0264864,-.0116467,.003454,-.0120839,.0036471,-.0038567,-.0047901,-.0052923,-.0045046,.0005241,.0070149,-.0006071,-.0008816,.0004337,.000166,.0003301,-.0001542,.0000588,-.0000231,.0002492,.0001994,.0000531,-.0001709,-.0254736,.0313078,.0005179,-.0008642
827,.0067605,.01851,-.0058787,.0134213,-.0058312,-.0292371,-.0025642,.0192741,.000982,-.0098332,.0083442,.0223336,-.0003807,-.0004449,.000218,-.0001509,.0001239,.0005865,-3.81e-07,-.0006087,-.0000491,.0006399,-.0003173,-.0005981,.0018127,.0344687,-.0004056,-.0005761
828,.000257,-.018547,-.0087662,-.0026771,-.0117468,.0141853,-.0019151,-.0046859,-.0014781,.0198671,.0105413,.0080012,-.0001226,.0000975,.000335,.0001848,.0003022,-.0003028,-3.92e-06,-.0001103,.0001009,-.0002046,-.0003359,-.0002546,-.0131079,.0161436,.0002757,-.0005899
829,.0077482,-.0177679,-.0120221,-.0121027,-.0092224,.0118607,-.0003517,-.0068466,-.0006958,.018798,.0047991,.0131403,-.0005153,.0000574,.0003611,.0003794,.0002423,-.00024,-.0000946,-.0000171,-.0000564,-.0002241,-.0001908,-.0003622,-.0097447,.0070817,-.0002537,-.0004066
830,.0059355,.0057449,-.0093692,.0047038,-.0076294,-.0234933,.0005398,.0054723,.0031372,-.0035553,.0026313,.0082053,-.0003656,-.0002786,.0003568,.0001284,.0002074,.0005133,-.0000835,-.0001171,-.0002353,.0001349,-.0000439,-.000118,-.0047547,-.0029222,-.0001641,.0002629
831,.00308,.0056345,-.0082789,-.0068091,-.011179,-.0133091,-.0031096,-.0043066,-.0018805,-.0026115,.0070859,.0104857,-.0002131,-.0003431,.0003757,.0002801,.000273,.0003218,-4.04e-06,-.0001247,.000086,.0003224,-.0003033,-.0003172,-.0142821,-.010916,.0002142,.0001393
832,.0055595,.0131779,-.0136193,.0051136,-.0084737,-.0200757,-.0071898,.0147838,-.002047,-.0011487,.003481,.0202588,-.0003078,-.0005694,.0005316,-.0000776,.0002763,.0004284,.0001533,-.0005427,.0000257,.0002235,-.0001874,-.0006162,-.0222891,.0321098,.0004916,-.0011541
833,.0075445,-.0191712,-.0054675,-.0165084,-.002297,.0400948,-.000795,-.003254,.0013579,.0211601,.005319,-.0064998,-.0002444,.0000173,.000218,.0005216,-.0000142,-.000972,.0000394,-.000209,-.000092,-.0001746,-.0001578,.0002334,.0056618,.0158216,-.0002511,-.0005834
834,.0076995,.0060548,-.0125274,-.0122712,-.0101537,-.0017616,-.0064667,-.0133765,-.0006143,.0060655,.0097427,.0042919,-.0003683,-.0004036,.0005145,.00039,.000256,.0000833,.0001736,.0000643,.0001211,.0001287,-.0002686,-.0002203,-.0123199,-.0109971,.0004282,.0000425
835,.0067933,.017835,-.0114931,-.0022473,-.0059967,-.0262584,-.0029551,-.0005111,.0014122,.0002795,.0092604,.0232215,-.0003249,-.0005447,.0004097,.0001715,.0002471,.0005063,-.000032,-.0001581,.0000385,.0001496,-.0003782,-.0005952,-.002979,.0123192,-.0000399,-.0004707
