run,temp,temppoor,temp2,temp2poor,prec,precpoor,prec2,prec2poor
508,.0112562,.0074522,-.0004132,-.0003709,-.0000125,.0000801,2.95e-09,-2.27e-08
509,-.0021901,.051643,.000087,-.0011762,7.84e-06,.0000758,-2.34e-09,-2.09e-08
510,.0075679,.049389,-.00051,-.0012504,.0000178,.0000461,-5.46e-09,-1.27e-08
511,.0020562,.0099686,-.0000437,-.0003391,8.12e-06,.0000652,-3.10e-09,-1.86e-08
512,.0021364,.0335171,-.000099,-.0008586,2.62e-06,.0000396,-3.33e-09,-1.10e-08
513,.0151935,.022297,-.0007527,-.0006468,.0000255,.0000412,-6.04e-09,-1.32e-08
514,.0109253,.0150207,-.0005672,-.0006052,-6.69e-06,.0000562,-6.35e-10,-1.48e-08
515,.0114692,.0279427,-.0002847,-.0009532,-2.20e-06,.0000517,4.52e-10,-1.20e-08
516,.0105455,.0236235,-.0003792,-.000797,5.84e-06,.0000275,-1.45e-09,-7.60e-09
517,.0077495,.033227,-.0002921,-.0008021,-1.74e-06,.0000705,9.70e-10,-1.88e-08
518,.0043111,.036393,-.0002382,-.0010631,-6.73e-06,.0000547,-1.10e-09,-1.33e-08
519,.0055734,.0226725,-.0002753,-.0007521,-.0000145,.0000305,3.49e-09,-1.26e-08
520,.0101715,.0512476,-.0003373,-.001422,-.0000218,.0000232,6.31e-09,-7.76e-09
521,.001178,.0519966,-.0001522,-.0013323,9.66e-06,.0000283,-3.47e-09,-7.47e-09
522,.0203485,.0418268,-.0005698,-.0011549,-1.62e-06,.000016,-7.73e-10,-7.73e-09
523,.0179225,.0563031,-.0006507,-.0014937,.0000315,.0000347,-8.12e-09,-1.12e-08
524,.0016933,.0338737,-.0001246,-.0010532,2.45e-06,.0000432,-1.84e-09,-1.04e-08
525,.0042401,.0577593,-.0001636,-.0014886,-4.20e-07,.0000344,-1.20e-09,-8.68e-09
526,.0033102,.0487555,-.0001335,-.0011531,-4.15e-06,.0000581,9.46e-10,-1.46e-08
527,.0138742,.0373348,-.0004774,-.0011691,8.15e-06,.0000532,-6.13e-09,-1.71e-08
528,.0112842,.0255352,-.0003712,-.000739,-7.51e-06,.0000453,-3.48e-10,-1.33e-08
529,.0020797,.079283,-.0000865,-.0017672,-2.09e-06,.0000427,5.61e-11,-1.33e-08
530,.0049685,.0554975,-.0002728,-.0012422,.000017,.0000285,-6.89e-09,-1.06e-08
531,.017527,.0545604,-.0005815,-.0013254,-.0000166,.000038,4.35e-09,-1.25e-08
532,.011153,.0356605,-.0004597,-.0010834,.0000137,.0000307,-1.80e-09,-8.26e-09
533,.0052258,.0475651,-.0000154,-.0014254,-.0000129,.0000373,3.82e-09,-8.86e-09
534,.0056489,.0507634,-.0002208,-.0012122,3.67e-06,.0000398,-2.94e-09,-1.02e-08
535,.0090461,.0222657,-.0003502,-.000885,6.36e-06,.0000358,-1.67e-09,-1.01e-08
536,-.0018324,.0259542,-.0001129,-.0007682,.0000233,.0000375,-5.60e-09,-8.60e-09
537,.0126342,.0218566,-.0006197,-.0007145,.0000261,.0000346,-8.03e-09,-9.70e-09
538,.0045418,.0515832,-.0002607,-.0013588,.0000167,.0000471,-4.33e-09,-1.23e-08
539,.0059761,.0941294,-.0003651,-.002339,.0000171,.0000365,-4.27e-09,-1.04e-08
540,.01065,.0634203,-.0003171,-.0014721,-.0000103,.0000521,1.75e-09,-1.33e-08
541,.0109818,.0381103,-.0004684,-.0010246,1.22e-07,.0000481,-1.21e-09,-1.30e-08
542,.0120249,.0619055,-.0004053,-.0012829,-8.27e-07,.000056,-1.01e-09,-1.64e-08
543,.0106259,.0917838,-.0004274,-.0021748,.0000236,.0000693,-9.00e-09,-1.87e-08
544,.0075031,.0305585,-.0002435,-.0009723,-.0000153,.0000454,3.17e-09,-1.20e-08
545,.0039235,.0399079,-.0001684,-.0011266,.0000107,.0000445,-1.13e-09,-1.28e-08
546,.00649,.0065562,-.0002976,-.0004227,-2.23e-06,.0000283,-1.07e-09,-1.22e-08
547,.0181081,.0429708,-.0007676,-.0011499,-6.60e-06,.0000225,-6.36e-10,-7.90e-09
548,-.0042158,.0902312,.0000315,-.0022538,1.30e-06,.0000287,-7.43e-10,-6.77e-09
549,.0038405,.0271577,-.0000365,-.0008389,-3.21e-06,.0000402,-2.89e-10,-1.22e-08
550,.0063439,.0174589,-.0002541,-.0007336,.0000105,.0000405,-2.69e-09,-1.03e-08
551,.0140164,.030591,-.0006579,-.0008398,-.0000114,.0000377,7.90e-10,-1.52e-08
552,.0013134,.0641754,-.0000926,-.0014279,.0000236,.000028,-4.27e-09,-8.77e-09
553,.0029482,.0205487,-.0001311,-.0007114,4.29e-06,.0000388,-1.02e-09,-1.20e-08
554,-.0033536,.0685119,.0000943,-.0017427,8.66e-06,.000054,-2.03e-09,-1.26e-08
555,.0124447,.0538959,-.000438,-.0014042,3.79e-06,.0000217,-1.24e-09,-7.16e-09
556,.0093536,.018229,-.0002852,-.0006387,.0000128,.0000216,-2.37e-09,-8.92e-09
557,.0053882,.0437473,-.0002748,-.0011463,6.15e-07,.0000674,-9.60e-10,-1.80e-08
558,.0151197,.0261334,-.00044,-.0008892,.000027,.0000491,-1.03e-08,-1.34e-08
559,.0192109,.0492889,-.0006707,-.0013869,-4.54e-07,.0000456,-4.64e-10,-1.37e-08
560,.0026173,.0606244,-.0003377,-.0014616,-.0000223,.0000319,7.70e-09,-1.00e-08
561,.0042008,.0131728,-.0001427,-.0006462,4.88e-06,.0000318,1.63e-09,-1.09e-08
562,.0038927,.0337471,-.0001844,-.0010726,-.0000203,.0000209,5.86e-09,-6.90e-09
563,.007474,.0428299,-.0001948,-.000993,9.67e-06,.0000566,-6.18e-09,-1.63e-08
564,.0075823,.0496799,-.0004201,-.0012365,5.23e-06,.0000439,-7.00e-10,-1.04e-08
565,.0078977,.0225861,-.0004059,-.0008215,-4.03e-06,.0000291,-2.10e-09,-8.18e-09
566,.0096544,.0297604,-.0003756,-.0010168,.000033,.0000487,-8.16e-09,-1.28e-08
567,.0113084,.0655936,-.0005055,-.0017481,1.34e-06,.0000432,-2.49e-09,-1.02e-08
568,.002993,.0377356,-.0001123,-.001089,8.72e-06,.0000584,-2.13e-09,-1.38e-08
569,.0097177,.0233361,-.0003668,-.0007313,9.67e-06,.0000418,-2.68e-09,-1.20e-08
570,.0182305,.0401265,-.0005694,-.0010573,.0000108,.00005,-3.24e-09,-1.18e-08
571,.0156577,.032971,-.0004174,-.0008535,.0000128,.0000365,-2.04e-09,-1.32e-08
572,.005629,.0370737,-.0003235,-.0009575,-2.13e-06,.0000366,7.98e-10,-8.99e-09
573,.0077005,.0308419,-.0002721,-.000957,6.62e-06,.0000307,-2.81e-09,-6.36e-09
574,.0130918,.031727,-.0005235,-.000818,.0000114,.0000411,-5.35e-09,-1.35e-08
575,.0035339,.0478263,-.000133,-.0012897,-8.39e-07,.0000588,-2.51e-09,-1.39e-08
576,.0052356,.026765,-.0001941,-.0007795,3.63e-06,.0000116,-2.00e-09,-3.87e-09
577,.0073263,.0329889,-.0002786,-.0009588,-2.49e-06,.0000491,-1.06e-09,-1.33e-08
578,.00421,.032828,-.00038,-.0007905,-.000011,.0000347,5.11e-10,-9.34e-09
579,.0063688,.0274037,-.0002381,-.0010306,.0000181,.0000367,-5.82e-09,-1.07e-08
580,.0071535,.02181,-.000296,-.0007496,-.0000154,.0000413,3.71e-09,-8.44e-09
581,.0069923,.0362891,-.0002591,-.0010491,-3.65e-06,.0000508,-9.93e-10,-1.19e-08
582,.0141478,.0331656,-.0003707,-.0009826,-6.66e-06,.0000679,5.34e-10,-1.74e-08
583,.0101433,.0327653,-.0003866,-.0009432,-4.38e-06,.0000289,-7.62e-10,-8.49e-09
584,.0063228,.0470418,-.0002986,-.001206,.0000264,.000053,-7.71e-09,-1.57e-08
585,.0103722,.0254725,-.0003497,-.0008619,-.0000149,.0000623,1.34e-09,-1.60e-08
586,.015324,.0303625,-.0005405,-.0006768,-4.81e-06,.0000339,1.15e-09,-9.85e-09
587,.0183193,-.008482,-.0006019,-.0002573,8.64e-06,.000014,-3.76e-09,-6.73e-09
588,.0081215,.0376532,-.0003884,-.0010011,-.0000104,.0000464,1.77e-09,-1.23e-08
589,.0048511,.0211276,-.0001107,-.0007065,-.0000117,.0000451,4.60e-10,-1.64e-08
590,.0036487,.0425163,-.0002071,-.0011937,2.28e-06,.0000429,-1.58e-09,-1.44e-08
591,.0110115,.0412626,-.0004644,-.0011695,5.98e-06,.0000213,-2.39e-09,-7.05e-09
592,.0064138,.0561685,-.0001701,-.0012542,1.28e-06,.0000413,-1.30e-09,-1.37e-08
593,.0033211,.0307411,-.0001402,-.0007775,-5.60e-06,.0000461,-8.85e-10,-1.17e-08
594,.0015511,.0268772,-.0001042,-.0006036,1.54e-06,.0000341,-2.48e-10,-1.20e-08
595,.0114152,.0407879,-.0004345,-.0011402,8.17e-06,.0000186,-2.88e-09,-7.36e-09
596,.007426,.0447153,-.0001743,-.001229,8.72e-06,.0000173,-5.34e-09,-1.28e-08
597,-.0022208,.0411489,-.0000945,-.0009674,.0000244,.0000334,-4.79e-09,-1.21e-08
598,.0207656,.0659855,-.0006569,-.0017689,-.0000127,.0000312,-2.28e-09,-8.78e-09
599,.0055687,-.0016747,-.0001802,-.0002703,9.01e-06,.0000389,-3.09e-09,-1.03e-08
600,.0102927,.0360662,-.0004345,-.0011229,.0000151,.0000276,-5.15e-09,-6.32e-09
601,.0139753,.0446683,-.000349,-.0011995,5.17e-06,.0000689,-2.16e-09,-1.59e-08
602,.0065826,.0174554,-.0004065,-.0005574,-4.46e-06,.0000344,4.23e-10,-9.02e-09
603,.0102556,.0294821,-.0003548,-.0010284,1.16e-08,.0000225,5.28e-10,-1.01e-08
604,.006503,.0491606,-.000399,-.0011438,-.0000121,.0000284,2.86e-09,-1.08e-08
605,.0050908,.0103945,-.0002275,-.0005144,-1.78e-06,.0000373,-1.14e-10,-1.20e-08
606,.0142837,.0603679,-.0004373,-.0014387,-8.14e-06,.0000508,1.17e-09,-1.47e-08
607,.0058334,.0337473,-.0002146,-.000896,4.26e-06,.0000419,-2.46e-09,-1.04e-08
608,.0101491,.0535864,-.0003089,-.0014934,5.32e-06,.0000482,4.58e-10,-1.26e-08
609,.006917,.0484577,-.0003618,-.0011429,-4.18e-06,.0000452,2.36e-09,-1.12e-08
610,.0043369,.0204436,-.0001172,-.0005618,8.00e-09,.0000349,-2.09e-10,-9.76e-09
611,.008888,.0740722,-.0004751,-.0017905,.0000248,.0000572,-7.91e-09,-1.43e-08
612,.0038509,.031459,-.00021,-.0008316,-3.53e-06,.0000237,-3.84e-10,-7.49e-09
613,.0062486,.0409143,-.0001866,-.0011245,-4.74e-06,.000076,1.36e-09,-1.84e-08
614,.01903,.0281709,-.0006053,-.0005624,8.59e-06,.0000766,-6.04e-10,-2.22e-08
615,.0082262,.0304603,-.0004013,-.0007657,.0000257,.0000501,-6.34e-09,-1.34e-08
616,.0053366,.0285521,-.0000733,-.0007268,.0000131,.0000363,-2.75e-09,-1.17e-08
617,.0096642,.0631629,-.0003937,-.0015042,1.61e-06,.0000679,-2.50e-09,-1.81e-08
618,.0053904,.0418565,-.0003559,-.001086,-6.05e-06,.0000495,1.98e-09,-1.59e-08
619,.0050352,-.0039246,-.0002157,-.0001772,-.0000105,.0000213,1.78e-09,-8.10e-09
620,.0105608,.0235849,-.000334,-.0008518,-.0000141,.0000523,3.21e-09,-1.41e-08
621,.0093172,.025524,-.000317,-.0006701,.0000159,.0000304,-4.18e-09,-1.03e-08
622,.0041496,.0379306,-.0001684,-.0009366,-.0000189,.0000175,4.86e-09,-9.07e-09
623,.0023039,.0472385,-.0001239,-.001158,8.71e-06,.0000359,-3.74e-09,-9.33e-09
624,.0072673,.0813943,-.0002825,-.0020936,9.95e-06,.0000319,-5.75e-09,-5.93e-09
625,.0067802,-.0174562,-.0003785,.0001784,6.56e-06,.0000599,-1.68e-09,-1.78e-08
626,.0085859,.054617,-.0003617,-.0013634,-2.30e-07,.000049,1.21e-09,-1.56e-08
627,.0047821,.030137,-.0001859,-.0008845,5.12e-06,.0000415,-4.15e-09,-9.58e-09
628,.0060732,.0356708,-.0003642,-.0009874,-4.79e-06,.0000588,1.66e-10,-1.52e-08
629,.009547,.0591539,-.0004336,-.0013676,9.13e-06,.0000288,-4.51e-09,-9.23e-09
630,.0059664,.0515464,-.0002775,-.0012786,3.30e-06,.0000292,-3.08e-09,-1.03e-08
631,-.001364,.0341179,-.0001818,-.0007727,.000027,.0000668,-4.10e-09,-1.58e-08
632,.0075842,.0601762,-.0003427,-.0015658,3.86e-06,.0000606,-4.65e-09,-1.45e-08
633,.013489,.0246686,-.0004849,-.0007138,-.0000119,.0000628,1.95e-10,-1.99e-08
634,.0034114,.0095254,-.0001225,-.0006001,-1.35e-06,.000043,1.05e-09,-9.70e-09
635,.0053719,.0710725,-.0001906,-.001738,-8.94e-06,.0000312,2.58e-09,-1.36e-08
636,.004588,.0098158,-.0001981,-.0005346,.0000149,.0000486,-3.80e-09,-1.31e-08
637,.0031848,.0919154,-.0001676,-.0020527,3.44e-06,.0000434,-2.11e-09,-1.31e-08
638,.004484,.045591,-.000199,-.001116,6.15e-06,.0000467,-1.18e-09,-1.60e-08
639,.0107038,.0613938,-.0003912,-.001477,-3.67e-06,.0000706,6.72e-11,-1.69e-08
640,.0072164,.0375496,-.0002297,-.0010307,4.84e-06,.0000496,3.73e-12,-1.26e-08
641,.0067889,.08129,-.0001429,-.0019058,-4.83e-06,.0000419,3.95e-10,-1.33e-08
642,.0148967,.0622438,-.0004917,-.0016007,4.57e-06,.0000255,-3.24e-09,-8.95e-09
643,.0116148,.0285668,-.0004075,-.0009314,3.48e-06,.0000553,-2.42e-09,-1.33e-08
644,.0041916,.0346015,-.0000858,-.0008877,-.0000125,.0000811,3.00e-09,-2.22e-08
645,.0071298,.068998,-.0002831,-.0017496,.0000133,.0000388,-4.98e-09,-8.50e-09
646,.0072749,.0359749,-.0002425,-.0010274,-.0000139,.0000177,1.81e-09,-5.48e-09
647,-.0009948,.0436719,-.0000146,-.0012561,7.47e-06,.0000322,-3.68e-09,-1.25e-08
648,.0064885,.039047,-.0003314,-.0010656,.0000204,.000034,-4.67e-09,-7.53e-09
649,.0064224,.0579195,-.0003367,-.001451,7.11e-06,.0000311,-1.92e-09,-8.59e-09
650,.0085107,.0605096,-.0003803,-.0013938,-3.58e-06,.0000546,2.48e-09,-1.72e-08
651,.0075608,.0088492,-.0001851,-.0004087,7.52e-06,.0000373,-3.69e-09,-1.04e-08
652,.0093586,.0605091,-.0003476,-.0015749,.0000159,.0000284,-8.14e-09,-7.27e-09
653,.0036932,.0114377,-.0001104,-.000434,9.53e-06,.0000404,-2.98e-09,-1.14e-08
654,.0143169,.0408237,-.0005414,-.0010832,.0000112,.0000372,-3.21e-09,-1.13e-08
655,.0100283,.0646788,-.0003088,-.0015028,-.0000214,.0000226,4.08e-09,-9.22e-09
656,.0053421,.0401805,-.0003359,-.0010784,.0000168,.0000561,-4.69e-09,-1.60e-08
657,.0087407,.0338708,-.000296,-.0007781,2.67e-06,.0000488,-1.63e-09,-1.41e-08
658,.0088348,.0872282,-.0002856,-.001951,.000019,.0000522,-5.32e-09,-1.60e-08
659,.0132603,.0519838,-.0004571,-.0012804,.0000206,.0000267,-6.25e-09,-7.33e-09
660,.003823,.088699,-.0001721,-.0021529,1.14e-06,.0000492,-8.22e-10,-1.24e-08
661,.0137396,.0736881,-.0005966,-.0015381,-.0000119,.0000717,3.53e-10,-1.98e-08
662,.0058837,.0380034,-.0003369,-.0010313,-1.28e-06,.0000523,3.39e-09,-1.45e-08
663,-.0022231,.0429933,.0000194,-.0009511,-.0000155,.0000478,6.85e-09,-1.70e-08
664,.0152053,.0389284,-.0004166,-.0012305,-8.21e-06,.0000454,5.92e-10,-1.30e-08
665,.0054702,.0935897,-.0002834,-.0021648,.0000146,.0000356,-3.30e-09,-9.45e-09
666,.0069912,.0749005,-.0003482,-.0020245,1.06e-06,.0000336,-1.46e-09,-1.00e-08
667,.0047971,.0304024,-.0000998,-.0006841,.0000188,.0000544,-6.23e-09,-1.77e-08
668,.0019655,.0255757,-.000237,-.000658,.0000227,.0000633,-6.26e-09,-1.59e-08
669,.0131655,.0511026,-.0002429,-.001347,5.47e-06,.0000523,6.06e-10,-1.40e-08
670,.0095297,.0304722,-.0004025,-.0009834,.0000122,.0000429,-2.94e-09,-1.44e-08
671,.001198,.0480108,-.0000574,-.0012369,6.40e-06,.0000577,-2.86e-09,-1.46e-08
672,.0056048,.0415846,-.0000524,-.0011624,.0000442,.0000383,-9.99e-09,-1.21e-08
673,.0091821,.0370641,-.0002958,-.0011298,3.39e-06,.0000179,-2.42e-09,-6.74e-09
674,.0055613,.06058,-.0002356,-.001452,-4.58e-06,.0000466,2.27e-09,-1.21e-08
675,.0066605,.0731993,-.0001968,-.0015678,-3.62e-06,.0000451,1.38e-09,-1.14e-08
676,.008244,.0448507,-.0003385,-.001235,-4.25e-06,.0000498,2.53e-09,-1.17e-08
677,.0142992,.0078165,-.0005344,-.0003091,.0000107,.0000712,-2.08e-09,-2.15e-08
678,-.0010191,.0330311,-2.92e-06,-.0008723,.0000199,.0000238,-6.09e-09,-7.67e-09
679,.0001716,.025931,-.0000206,-.0008439,.0000154,.0000384,-5.35e-09,-1.01e-08
680,.0076825,.0517524,-.000256,-.0013909,-7.16e-06,.0000448,-4.41e-10,-1.04e-08
681,.0093803,.0276462,-.0003278,-.0008806,-3.48e-06,.000031,-2.25e-09,-8.06e-09
682,.0064846,.0394884,-.0003701,-.0011046,.0000118,.0000184,-5.18e-09,-5.37e-09
683,.0064581,.0296894,-.0002351,-.0009759,.0000136,.000027,-4.71e-09,-5.02e-09
684,.0130006,.0369534,-.0005849,-.0011044,3.40e-06,.0000444,-3.74e-09,-1.24e-08
685,.0012358,.0259585,-.0000974,-.0006403,-4.47e-06,.0000678,-9.81e-11,-1.71e-08
686,.0119023,.0189296,-.0003181,-.0005593,4.41e-06,.0000615,-1.35e-10,-1.66e-08
687,.0019603,.0376284,-.0002058,-.0010432,-.0000303,.0000215,8.34e-09,-8.95e-09
688,.0103756,.0326583,-.0002992,-.000985,.0000207,.0000367,-5.97e-09,-1.30e-08
689,.0110294,.0203824,-.0002771,-.0006602,.0000139,.0000351,-6.67e-09,-9.91e-09
690,.0036781,.0253111,-.0001809,-.0007394,7.39e-06,.0000529,-1.77e-09,-1.35e-08
691,.0116488,-.0313351,-.0004525,.0004831,9.26e-06,.0000651,-2.94e-09,-1.84e-08
692,.0057109,.061533,-.0002059,-.001677,9.95e-07,.0000552,1.80e-09,-1.17e-08
693,.0131214,.0038551,-.0003681,-.0002886,-9.49e-06,.0000373,1.33e-09,-9.52e-09
694,.0056226,-.0199777,-.0002173,.0000213,-6.22e-06,.0000444,1.40e-09,-1.22e-08
695,.0008546,.0452813,-.000113,-.0011593,3.89e-06,8.92e-06,-1.73e-09,-2.63e-09
696,.0094674,.0191388,-.000414,-.0006322,-3.56e-06,.0000633,-2.52e-09,-1.88e-08
697,.009842,.0412799,-.0001758,-.0009212,.0000295,.0000168,-6.96e-09,-7.83e-09
698,.0068019,.0343819,-.0002624,-.000857,-9.15e-06,.0000661,1.74e-11,-1.83e-08
699,.0086049,.0119226,-.0002522,-.0004377,-8.49e-06,.0000421,2.20e-09,-1.18e-08
700,.0078805,.0434751,-.0002741,-.0009932,-.0000183,.0000522,4.18e-09,-1.62e-08
701,.0045695,-.007932,-.0001962,-.0001551,3.63e-06,.0000558,1.18e-09,-1.53e-08
702,.0092424,.0442981,-.0003407,-.0011971,-8.37e-07,.0000401,1.12e-09,-1.01e-08
703,.0107943,.0927994,-.0003935,-.0023037,-.0000119,.0000621,1.00e-09,-1.58e-08
704,.0160615,.0441896,-.0006561,-.0011064,-6.77e-06,.0000265,-1.88e-09,-8.46e-09
705,.0112976,.0595863,-.0004953,-.0016114,8.11e-08,.0000426,-1.37e-09,-1.18e-08
706,.0081816,.0228216,-.0003153,-.0006105,.0000518,.000061,-1.51e-08,-1.53e-08
707,.0060826,.0656745,-.0001544,-.0014871,-9.12e-06,.0000471,2.55e-10,-1.37e-08
708,.0122438,.0414076,-.0004901,-.0009337,1.83e-06,.0000348,-1.84e-09,-1.15e-08
709,-.0004256,.0201259,-.000049,-.000583,-2.61e-06,.000041,2.10e-09,-1.47e-08
710,.0063877,.107593,-.0001644,-.0024158,4.23e-06,.000049,-1.95e-09,-1.27e-08
711,-.0001922,.0484912,-.0000971,-.0012054,3.76e-06,.0000455,-4.05e-10,-1.13e-08
712,.005202,.0334956,-.0000814,-.0010396,5.79e-06,.0000386,-1.21e-09,-8.85e-09
713,.0102465,.0372516,-.000395,-.0012328,-.0000103,.0000402,4.70e-09,-1.42e-08
714,.0143132,.0478197,-.0004447,-.0013831,8.21e-06,.0000289,-2.06e-09,-7.54e-09
715,.0025948,.0414772,-.0000769,-.001026,.0000133,.0000363,-2.88e-09,-1.12e-08
716,.0097479,.0446458,-.000352,-.0011514,.0000203,.0000225,-2.74e-09,-6.24e-09
717,.009614,.0173102,-.0004395,-.0008349,8.59e-06,.0000301,-3.34e-09,-7.49e-09
718,.011948,.0346408,-.0004335,-.0008906,.0000337,.000057,-1.04e-08,-1.75e-08
719,.007084,.0410483,-.0002639,-.0011327,.0000139,.0000445,-6.08e-09,-1.09e-08
720,.0020777,.0352045,-.0002097,-.0009522,-1.05e-06,.0000311,4.02e-11,-1.04e-08
721,.0048293,.0973605,-.0002513,-.0022962,.0000179,.0000378,-7.45e-09,-9.26e-09
722,.0072184,.0045168,-.0003629,-.0005332,4.46e-06,.0000622,4.71e-10,-1.69e-08
723,.0048618,.0509408,-.0002118,-.0011596,-7.93e-06,.000072,6.80e-10,-1.66e-08
724,.006129,.0747124,-.0003176,-.0016918,6.24e-06,.0000467,-2.87e-09,-1.22e-08
725,.0056909,.0233356,-.0002327,-.000761,-6.01e-06,.0000412,-3.35e-10,-1.17e-08
726,.0089477,.0509316,-.0002484,-.0013607,-6.52e-06,.0000393,6.61e-10,-9.79e-09
727,.003723,.0608952,-.0002094,-.0014878,-6.84e-06,.0000399,8.84e-10,-1.34e-08
728,.0024315,.0688095,-.0001398,-.0016242,.0000108,.0000778,-4.18e-09,-2.18e-08
729,.0080001,.0323496,-.0001751,-.0008761,-5.94e-06,.0000472,4.07e-10,-1.24e-08
730,.0069954,.0289663,-.0002235,-.000879,.0000185,.0000488,-4.34e-09,-1.33e-08
731,.007327,.0253892,-.0002814,-.0005861,-.0000118,.0000566,1.28e-09,-1.53e-08
732,.008546,.0222427,-.0003508,-.0006157,.0000169,.0000301,-5.52e-09,-6.62e-09
733,.0030788,.0273675,-.0001503,-.0008252,-9.91e-06,.0000291,3.64e-09,-7.27e-09
734,.0066406,.0447695,-.0003205,-.0012478,-.0000229,.0000293,6.84e-09,-8.34e-09
735,.0205686,.0195234,-.000671,-.0007489,-4.02e-06,.0000234,2.35e-09,-8.32e-09
736,.0090864,.0340552,-.0002082,-.0008901,9.29e-07,.0000739,-2.15e-09,-2.13e-08
737,.0055543,.0389673,-.0002257,-.0010908,.0000122,.0000608,-2.77e-09,-1.33e-08
738,.009112,.0215224,-.0002867,-.0006974,-6.96e-06,.0000665,1.76e-09,-1.66e-08
739,.0148994,.0556268,-.0003451,-.0015739,.0000166,.0000313,-5.11e-09,-1.12e-08
740,.0047862,.0341614,-.0000601,-.0010019,.0000447,.0000195,-1.25e-08,-9.82e-09
741,.0080245,.0288257,-.0001769,-.0009776,4.66e-06,.0000507,-3.01e-09,-1.38e-08
742,.0101204,.0335132,-.0002873,-.0010125,7.35e-06,.0000505,-3.29e-09,-1.54e-08
743,.0077259,.1158223,-.0003294,-.0025508,3.62e-06,.0000449,-7.75e-10,-1.16e-08
744,.0056076,.0380452,-.0002217,-.0009739,.0000187,.0000424,-5.27e-09,-1.04e-08
745,.0074126,.0344713,-.0001655,-.0010717,-.0000145,.0000347,9.33e-10,-1.17e-08
746,.0049865,.042926,-.0002954,-.0011804,1.87e-07,-9.64e-06,-8.93e-10,3.18e-10
747,.0106951,.0049019,-.0003081,-.0003957,1.03e-06,.0000449,6.88e-10,-1.47e-08
748,.0077007,.0344786,-.0003187,-.0007526,.0000156,.000047,-4.67e-09,-1.59e-08
749,.0118552,.0924434,-.0004007,-.0021676,.0000143,.000052,-4.36e-09,-1.42e-08
750,.010741,.0371461,-.0003851,-.0008974,9.85e-06,.0000334,-3.97e-09,-1.14e-08
751,.0065343,.0566465,-.000343,-.0014464,3.01e-06,.0000421,-1.76e-09,-1.41e-08
752,.0147347,.0701523,-.0005257,-.0017589,-5.35e-06,.0000506,-2.27e-09,-1.34e-08
753,.0075475,.0591076,-.0002522,-.0015908,-7.25e-06,.0000231,1.40e-09,-1.10e-08
754,.0054655,.0694363,-.0001463,-.001728,-2.65e-06,.0000588,-5.64e-10,-1.54e-08
755,.0013608,.0084174,-.0001206,-.0001728,.0000257,.0000389,-6.90e-09,-1.28e-08
756,.0129037,.0079302,-.0005135,-.000375,.0000101,.0000347,-2.64e-09,-9.65e-09
757,.0079393,.0700836,-.0004157,-.0016199,-.0000113,.0000353,3.21e-09,-1.29e-08
758,.0080526,.0389767,-.0003099,-.0011632,4.93e-06,5.45e-06,-3.63e-09,-3.96e-09
759,.0148976,.0473107,-.0003555,-.0014037,5.98e-06,.0000159,-4.61e-09,-8.01e-09
760,.0089149,.0589179,-.000237,-.0015527,.0000191,.0000395,-2.83e-09,-1.12e-08
761,.0104478,.0246304,-.0002285,-.0006325,7.67e-06,.0000243,-2.13e-09,-8.33e-09
762,.0023765,.0320317,-.0001959,-.0009112,3.80e-06,.0000567,8.45e-10,-1.78e-08
763,.0046087,.0477497,-.0003015,-.0012526,4.75e-06,.0000391,-3.57e-09,-7.21e-09
764,.0150437,.0360927,-.0004649,-.0009932,-5.11e-06,.0000283,-1.46e-10,-8.11e-09
765,.0015623,.0430601,-.0000668,-.0011599,5.74e-06,.00002,-1.55e-09,-8.05e-09
766,.0058723,.0333393,-.0001764,-.0008863,1.61e-06,.0000429,-2.32e-09,-1.32e-08
767,.0070177,.0487749,-.0003858,-.0014848,-.0000218,.0000122,1.85e-09,-3.72e-09
768,.0018484,.0320509,-.0001691,-.0008279,-5.27e-06,.0000168,2.57e-09,-7.07e-09
769,.0057706,.0027428,-.0001656,-.0003101,6.43e-07,.0000137,-9.52e-10,-5.13e-09
770,.0130585,.0439881,-.0003825,-.0012063,.0000224,.0000638,-5.99e-09,-1.71e-08
771,.0061681,.0323439,-.0002051,-.0007977,-3.81e-07,.0000656,4.30e-11,-1.77e-08
772,.0051317,.0797437,-.0002995,-.0019312,-2.32e-06,.0000615,-7.71e-10,-1.37e-08
773,.0066559,.0361069,-.0003307,-.0010245,-1.46e-06,.0000415,-1.77e-10,-1.01e-08
774,.0010964,.0427505,.0000114,-.0010602,.0000178,.0000177,-3.40e-09,-7.10e-09
775,-.0017467,.0003939,-.000019,-.0004601,.0000143,.0000169,-6.40e-09,-4.32e-09
776,.0102108,.0265724,-.0002985,-.0008044,-.0000223,.0000399,1.24e-09,-1.09e-08
777,.0087388,.0737295,-.0003435,-.0017634,-1.24e-07,.0000487,-1.38e-09,-1.30e-08
778,.0054561,.0206795,-.0002631,-.000765,4.83e-07,.0000387,-5.57e-09,-1.05e-08
779,.0020758,.0383565,-.0000976,-.0010571,4.32e-06,.0000557,-1.66e-09,-1.38e-08
780,.0041548,.0161281,-.0001708,-.000576,.0000171,.0000102,-4.94e-09,-3.17e-09
781,.0100276,.0224473,-.0004275,-.0007374,1.00e-06,.0000401,1.74e-10,-1.01e-08
