run,temp,temppoor,temp2,temp2poor,prec,precpoor,prec2,prec2poor
782,.0032933,.0621384,-.0001278,-.0014557,-7.20e-06,.000052,2.82e-09,-1.46e-08
783,.0059845,.0596735,-.0004225,-.0016168,-2.10e-06,.0000507,-7.95e-10,-1.22e-08
784,.0073164,.0887907,-.0003621,-.0020242,-.0000196,.0000723,4.17e-09,-1.63e-08
785,.0052523,.0631656,-.0002397,-.001538,.0000251,.000033,-1.00e-08,-9.63e-09
786,.004931,.0104365,-.000126,-.0005646,-5.23e-06,.0000426,1.30e-09,-1.21e-08
787,.004624,.042584,-.0001594,-.0011254,.0000132,.0000306,-5.69e-09,-1.03e-08
788,.0147046,.0781442,-.0006102,-.0018425,-.0000257,.0000331,6.39e-09,-1.19e-08
789,.0019533,.0672259,-.0000475,-.0015343,8.71e-06,.0000367,-1.86e-09,-8.69e-09
790,.0080404,.0764942,-.0003091,-.0018338,6.54e-06,.0000476,-1.07e-09,-1.27e-08
791,.0094733,.025657,-.0004258,-.0005324,-8.59e-06,.0000367,1.56e-09,-1.45e-08
792,.0050175,.0539477,-.0001373,-.0012638,-.0000184,.0000299,3.06e-09,-6.72e-09
793,.0065898,.0469013,-.0003192,-.0013152,.0000106,.0000136,-1.68e-09,-4.89e-09
794,.0050811,.0511873,-.0002554,-.0012237,.0000113,.0000575,-2.73e-09,-1.34e-08
795,.0059894,.0232972,-.0001014,-.0006857,-2.70e-06,.00005,1.73e-09,-1.49e-08
796,.0142291,.0591713,-.0005152,-.0016722,.0000211,.0000397,-5.34e-09,-1.08e-08
797,.0098475,.0437145,-.0004939,-.0011743,-3.19e-07,.0000423,-2.05e-10,-1.14e-08
798,.0100235,.0833784,-.0003706,-.0019758,6.15e-06,.0000263,-1.62e-09,-8.13e-09
799,.0082287,-.0338905,-.0003291,.000487,-1.30e-06,.0000309,7.71e-10,-8.79e-09
800,.0101994,.0098015,-.000354,-.0006538,1.62e-06,.0000448,1.02e-09,-1.15e-08
801,.0063243,.0637379,-.0003343,-.0016375,-.0000105,.0000551,1.94e-09,-1.27e-08
802,.0122763,.0652565,-.0003977,-.0015767,-.0000192,.000047,3.50e-09,-1.44e-08
803,.0182362,.0561527,-.0005767,-.0014443,7.31e-06,.0000331,-2.78e-09,-1.13e-08
804,.0145811,.0273551,-.0005591,-.0008425,-1.36e-06,9.86e-06,-2.87e-10,-2.77e-09
805,.0080095,.0328499,-.0003188,-.0010356,3.49e-06,.0000293,-3.91e-09,-9.14e-09
806,.0101571,.0483858,-.0004821,-.0013762,-8.46e-06,.0000325,2.81e-09,-9.73e-09
807,.0113581,.037744,-.0004159,-.0011562,-.000021,.0000245,2.10e-09,-5.59e-09
808,.0084607,.0379424,-.0003022,-.0012187,.000015,.0000501,-2.55e-09,-1.08e-08
809,.00773,.0232466,-.0003404,-.0007662,1.03e-06,.0000297,-4.84e-10,-8.81e-09
810,.012567,.0747751,-.0005417,-.0019145,-.0000161,.0000631,5.25e-09,-1.39e-08
811,.0107639,.0254726,-.0003018,-.0008707,5.68e-06,.0000388,-2.53e-10,-1.19e-08
812,.0080411,.054572,-.0002106,-.0014555,-5.81e-06,.0000273,-1.97e-09,-7.92e-09
813,.0102402,.0218404,-.0003747,-.0007694,2.88e-06,.0000373,-1.89e-09,-8.42e-09
814,.0128494,.0119532,-.0004122,-.0005361,2.81e-06,.0000303,-1.94e-09,-9.27e-09
815,.005625,.0544935,-.0001882,-.0013079,.000016,.0000301,-4.33e-09,-7.60e-09
816,.006959,.0337743,-.0002281,-.0009653,-3.25e-06,.000025,-9.10e-10,-8.20e-09
817,.00227,.0458727,-.0002065,-.0012948,-7.94e-06,.0000472,-6.34e-10,-1.33e-08
818,.0048736,.0237951,-.0003979,-.0006543,-.0000113,.0000413,1.45e-09,-1.42e-08
819,.0102391,.0401345,-.0002172,-.0010559,-2.16e-06,.0000442,2.55e-13,-1.17e-08
820,.0102428,.0070111,-.0004314,-.0004661,8.61e-06,.0000259,-9.01e-10,-9.57e-09
821,.011066,.0795108,-.0003936,-.0017849,-6.50e-06,.0000348,1.17e-09,-1.19e-08
822,.0055019,.0626084,-.0003409,-.0014675,5.40e-06,.0000283,-2.51e-09,-7.47e-09
823,.0101103,.0718971,-.000395,-.001747,2.93e-07,.0000554,-1.64e-10,-1.58e-08
824,.0111265,.0815386,-.0004808,-.0017946,-2.88e-07,.0000238,-3.26e-09,-1.05e-08
825,.0035581,.0428394,-.0001532,-.0011178,.0000125,.0000166,-4.69e-09,-5.48e-09
826,.0072032,.0672259,-.0005441,-.001654,5.48e-06,.0000599,-9.16e-10,-1.41e-08
827,.0043564,.0604182,-.0002418,-.0012983,-9.34e-07,.0000447,-9.88e-10,-1.25e-08
828,.0001308,.0098057,-.0000177,-.0005283,3.32e-06,.0000485,-1.70e-09,-1.38e-08
829,.0068679,6.75e-06,-.0004569,-.0002854,.0000161,.000048,-5.67e-09,-1.38e-08
830,.0064997,.0371845,-.0003058,-.0008802,1.78e-06,.0000171,-2.01e-09,-5.22e-09
831,.0017194,.0470572,-.0000338,-.0011545,.0000278,.0000302,-5.99e-09,-9.14e-09
832,.0073097,.0386638,-.0002476,-.001064,-8.74e-06,.0000723,1.60e-09,-2.53e-08
833,.0078085,.001686,-.0001975,-.0004237,4.89e-06,.0000438,-2.35e-10,-1.06e-08
834,.0072027,.0410074,-.000249,-.0011082,5.35e-06,.0000345,-1.05e-09,-8.66e-09
835,.0046234,.0402443,-.0001696,-.0010015,5.42e-06,.0000245,-2.05e-09,-9.53e-09
836,.0018406,.0513359,-.0001764,-.0011357,-7.08e-06,.0000615,2.08e-09,-1.60e-08
837,.0095635,.0406077,-.0003927,-.0011122,.0000163,.0000451,-6.01e-09,-1.26e-08
838,.0116985,.0202628,-.0004792,-.0005339,9.42e-06,.0000351,-4.97e-09,-1.18e-08
839,.0025343,.0170615,-.0000898,-.0005722,-.00001,.0000484,2.31e-09,-1.15e-08
840,.0049254,.0571534,-.0002317,-.0012486,-4.27e-06,.0000476,4.89e-10,-1.33e-08
841,.0068461,.0129433,-.0003485,-.0002144,-3.48e-06,.0000739,-1.07e-09,-2.13e-08
842,.0037631,.0362157,-.0001667,-.0009484,.0000269,.0000492,-6.09e-09,-1.19e-08
843,.0012151,.0375606,-.0001103,-.0007851,.0000154,.000047,-6.38e-09,-1.15e-08
844,.0088241,.0316648,-.000353,-.0008922,.0000143,.000047,-3.27e-09,-1.36e-08
845,.0039644,.0336474,-.0001442,-.0008223,5.36e-06,.0000485,-2.19e-09,-1.27e-08
846,.0045659,.0213485,-.0002292,-.0007517,7.89e-06,.0000446,-2.42e-09,-1.04e-08
847,.0074401,.0310225,-.0002243,-.0007658,8.30e-06,.0000675,-2.10e-09,-1.99e-08
848,.0081459,.0360494,-.0004647,-.0009929,-.0000306,.0000651,9.11e-09,-1.90e-08
849,.0033692,.0536963,-.0002917,-.0014093,.000013,.0000515,-3.37e-09,-1.45e-08
850,.0041634,.0250917,-.0001106,-.0007728,-4.76e-06,.0000509,1.31e-09,-1.28e-08
851,.0021957,.0251737,-.0000366,-.0008669,.0000165,.0000365,-3.64e-09,-9.77e-09
852,.0084113,.0263468,-.0003226,-.0006551,-3.14e-06,.0000518,1.86e-09,-1.62e-08
853,.0114596,.0487632,-.0003396,-.0013505,-.0000114,.0000647,2.25e-09,-1.61e-08
854,.0072693,.088373,-.0003566,-.0022299,5.88e-06,.0000325,-2.92e-09,-9.20e-09
855,.0116921,.0443518,-.0004846,-.0011885,.0000158,.0000359,-4.53e-09,-1.34e-08
856,.0091399,-.004099,-.0004362,-.0002179,-4.53e-06,.0000324,-3.56e-10,-1.03e-08
857,.0138675,.0803932,-.0004978,-.0018678,-1.50e-07,.0000453,-7.41e-10,-1.30e-08
858,.0157431,.0402152,-.0005568,-.0010217,7.76e-06,.0000372,-2.67e-09,-1.05e-08
859,.0093912,.0488191,-.0005165,-.0013488,-2.34e-06,-.0000144,7.52e-10,3.02e-09
860,.0077632,.0505006,-.0002169,-.0011543,.0000107,.0000602,-5.70e-09,-1.54e-08
861,.0053342,.0333636,-.0002931,-.0009995,.0000158,.0000232,-4.63e-09,-8.41e-09
862,.0050828,.0547238,-.0001285,-.001276,.0000143,.0000354,-4.14e-09,-9.92e-09
863,.0107569,.0481188,-.0004545,-.0012658,-4.97e-06,.0000237,-3.95e-10,-7.51e-09
864,.0073239,.0254169,-.000188,-.000788,-2.80e-06,.0000486,-1.48e-09,-1.14e-08
865,.0070164,-.0182746,-.0002581,.0000125,3.36e-06,.000025,-1.76e-09,-6.76e-09
866,.0046125,.0855581,-.0000716,-.0020089,8.89e-06,.0000498,-1.08e-09,-1.44e-08
867,.0161077,.0260442,-.0004702,-.0009479,9.89e-06,.0000193,-4.08e-09,-4.78e-09
868,.0097144,.0378282,-.0003326,-.0010721,4.15e-06,.0000536,-6.28e-10,-1.42e-08
869,.0100431,.040291,-.0005575,-.0010831,3.34e-06,.0000505,-1.73e-09,-1.34e-08
870,.0088303,.03567,-.0002695,-.0008906,8.44e-06,.0000434,-5.83e-09,-1.36e-08
871,.0095165,.049159,-.0003586,-.0012086,1.59e-07,.0000398,-1.67e-09,-9.98e-09
872,.0130526,.0250794,-.0004911,-.000586,-8.02e-06,.0000164,1.12e-10,-6.41e-09
873,.0047228,.0253303,-.0001521,-.0008759,-.0000191,8.17e-06,5.32e-09,-1.21e-09
874,.0047322,.0374023,-.0003136,-.0009777,-1.16e-06,.0000593,-2.01e-09,-1.82e-08
875,.0127561,.0108828,-.0002863,-.0005158,.0000244,.0000493,-7.93e-09,-1.34e-08
876,-.0000336,.0797097,-.0000472,-.0018821,2.97e-06,.00002,-3.20e-09,-5.33e-09
877,.0127515,.0300825,-.0004541,-.0010391,3.86e-06,.0000179,8.94e-10,-5.75e-09
878,.0122874,.0875421,-.0004014,-.002118,-4.12e-06,.0000425,-8.26e-10,-1.17e-08
879,.0021268,.0510994,-.0001068,-.0011248,.0000137,.0000404,-4.11e-09,-1.22e-08
880,.0098768,.0411895,-.000246,-.0011486,-.0000111,.0000395,2.90e-09,-1.15e-08
881,.0032112,.0257818,-.0001355,-.0007055,7.53e-06,.000034,-5.67e-10,-9.78e-09
882,.0031956,.0302806,-.000178,-.0007864,-9.47e-06,.0000383,2.34e-09,-1.31e-08
883,.0043229,.0372207,-.000183,-.0010902,-.000013,.0000219,3.52e-09,-8.94e-09
884,.0020326,-.0076078,-.0000728,.0000837,-4.77e-06,.0000579,1.32e-09,-1.36e-08
885,.0093502,.0887946,-.0003916,-.002094,4.17e-06,.0000373,-1.36e-09,-1.17e-08
886,.0065448,.047971,-.0003282,-.0012314,9.18e-06,.000017,-3.14e-09,-6.95e-09
887,-.0002541,.0517216,-.000039,-.0012753,.0000162,.0000182,-3.10e-09,-7.63e-09
888,.0077236,.0513051,-.0002645,-.0013251,3.63e-07,.0000378,9.99e-10,-7.54e-09
889,.0034776,.0452864,-.0001329,-.0013381,.0000112,.0000487,-3.48e-09,-1.20e-08
890,.0109523,.0474592,-.0004214,-.0011451,2.53e-06,.0000273,-1.96e-09,-1.04e-08
891,.0027059,.0331429,.0000917,-.000942,.0000153,3.92e-06,-6.21e-09,-4.39e-09
892,.0127942,.0289708,-.000373,-.0007716,.0000254,.0000566,-6.61e-09,-1.82e-08
893,.0104337,.0763857,-.0003732,-.0019323,-.0000146,.0000383,6.18e-10,-1.20e-08
894,.0091355,.0386162,-.0002446,-.0010373,-2.46e-06,.0000271,-2.18e-09,-9.98e-09
895,.0098555,.0182071,-.0004368,-.0006985,-6.63e-06,.0000413,-5.75e-10,-8.84e-09
896,.0081212,.0422576,-.0002683,-.0012287,.000022,.0000377,-6.74e-09,-1.11e-08
897,.0086341,.0653519,-.0002844,-.0016278,1.69e-06,.0000509,-8.48e-11,-1.53e-08
898,.0027891,.0592935,-.0001225,-.0013576,-9.70e-06,.0000548,1.64e-09,-1.27e-08
899,.0108945,.0337395,-.000408,-.0011195,-1.44e-06,.000039,-8.72e-10,-1.26e-08
900,.0050887,.0302468,-.0000153,-.0009249,.000013,.0000642,-4.16e-09,-1.38e-08
901,.0083647,.0107505,-.0003638,-.0005753,.0000152,.0000339,-4.30e-09,-1.02e-08
902,.0073989,.043088,-.0003357,-.0009721,.0000137,.0000489,-6.09e-09,-1.56e-08
903,.0016472,.0374775,.0000507,-.0012077,5.69e-06,.0000375,-3.58e-09,-9.79e-09
904,.0051102,.0657929,-.0002105,-.0017304,-.0000137,.0000215,1.94e-09,-8.86e-09
905,.0069388,.0530373,-.000235,-.0011834,-8.41e-06,.0000331,6.11e-10,-1.06e-08
906,.0077939,.0234093,-.0003484,-.0007287,5.21e-06,.0000523,-3.53e-09,-1.44e-08
907,.0053907,-.004977,-.0001504,-.0001868,.0000173,.0000641,-5.07e-09,-1.68e-08
908,.0128897,.0411522,-.0004977,-.0009717,.0000217,.0000226,-6.71e-09,-8.95e-09
909,.0068965,.0268363,-.0003217,-.0008365,4.98e-06,.0000262,-2.08e-09,-6.96e-09
910,.0178657,.0295418,-.0005906,-.0007646,-6.17e-06,.000074,9.80e-10,-2.06e-08
911,.0043403,.0295894,-.0001687,-.0008787,9.51e-06,.0000547,-4.26e-09,-1.43e-08
912,.006748,.0502879,-.0003787,-.0012088,-2.75e-06,.0000396,8.36e-10,-9.43e-09
913,.0037659,.0372812,-.0001361,-.0011182,-1.60e-07,.0000402,-1.70e-09,-1.15e-08
914,.010202,.0447886,-.0004017,-.0013048,.0000171,.0000396,-5.66e-09,-1.21e-08
915,.0056816,.0652253,-.0003259,-.0015318,9.31e-06,.0000356,-2.03e-09,-1.09e-08
916,.0059594,.0166714,-.0001894,-.0007076,-9.51e-06,.0000577,-2.75e-10,-1.30e-08
917,.0043944,.0196943,-.0002097,-.0005776,-9.13e-06,.0000472,3.43e-09,-1.24e-08
918,.0064764,.0657626,-.0001035,-.0015601,-3.18e-06,.0000659,1.15e-09,-1.89e-08
919,.010026,.0843472,-.0003543,-.0020461,-.000016,.000042,4.54e-09,-1.16e-08
920,.0111867,.0350858,-.0003818,-.0010405,-.0000267,.0000252,7.45e-09,-8.77e-09
921,.0044341,.0420253,-.0001832,-.0012331,-4.77e-06,.0000569,-4.21e-10,-1.21e-08
922,.007447,.0453884,-.0002067,-.0011711,.0000174,.0000539,-5.90e-09,-1.41e-08
923,.0090063,.1335892,-.0002992,-.0027936,5.38e-06,.0000798,-8.83e-10,-2.05e-08
924,.0050983,.0378782,-.0002339,-.0010147,.0000153,.0000251,-3.41e-09,-8.25e-09
925,.0072896,.0771113,-.0002753,-.0017795,-.0000115,.0000526,1.49e-09,-1.44e-08
926,.0078349,.0572831,-.0004503,-.0014093,.0000162,.0000562,-5.89e-09,-1.44e-08
927,.0095806,.025219,-.000259,-.0007626,.000011,.000032,-5.23e-09,-8.88e-09
928,.003476,.007422,-.0002897,-.0005098,3.31e-06,.0000283,-2.13e-09,-8.85e-09
929,.0058023,.0587309,-.0002409,-.0013874,.0000108,.0000962,-1.16e-09,-3.09e-08
930,.0132487,.0445866,-.0004594,-.0012929,-.0000197,.0000486,2.49e-09,-1.22e-08
931,.0045249,.0167521,-.0002117,-.0006793,7.51e-06,.0000612,6.22e-10,-1.81e-08
932,.0055131,.047416,-.0003248,-.0010586,8.62e-06,.0000365,-2.53e-09,-1.12e-08
933,.0038395,.0339103,-.0001051,-.0007187,.0000115,.0000558,-2.44e-09,-1.71e-08
934,.0100889,.0474135,-.0003193,-.0012074,8.33e-06,.0000591,-3.44e-09,-1.81e-08
935,.0104393,.0508761,-.0004969,-.0013484,.0000119,.0000546,-4.52e-10,-1.85e-08
936,.0086447,.0331023,-.0002958,-.0009544,.0000296,.0000506,-7.97e-09,-1.26e-08
937,.0065319,.0990026,-.0002425,-.0022992,.0000184,.0000261,-6.05e-09,-8.30e-09
938,.0062323,.0258287,-.0002646,-.000903,1.00e-05,.0000524,-6.82e-11,-1.31e-08
939,.001317,.0637382,-.0001811,-.0015534,6.45e-06,.0000309,-1.98e-09,-1.04e-08
940,.0099457,.0585129,-.0003196,-.0016383,1.12e-06,.000054,3.77e-10,-1.32e-08
941,.0095541,.038842,-.0003821,-.0011561,-.0000189,.0000336,3.16e-09,-6.72e-09
942,.0060291,.0347798,-.0002077,-.0009913,-9.43e-06,.0000544,1.61e-09,-1.70e-08
943,.0010091,.0985561,-.0001251,-.0022701,8.45e-06,.0000492,-1.99e-09,-1.24e-08
944,.0114155,.030124,-.0004437,-.0009063,.0000137,.0000392,-3.50e-09,-1.02e-08
945,.0164355,.0223596,-.0005889,-.0006835,.0000119,.0000365,-6.21e-09,-1.19e-08
946,.0089962,.0683569,-.0004572,-.0016501,.0000154,.0000383,-3.64e-09,-1.25e-08
947,.0127856,.0248087,-.0002933,-.0009419,-.0000171,.0000312,2.09e-09,-8.09e-09
948,.0117936,.0452358,-.0005322,-.0012502,-8.11e-06,.000033,-3.49e-09,-9.94e-09
949,.0081336,.0353889,-.000254,-.0008605,-3.07e-06,.0000596,4.39e-10,-1.49e-08
950,.0063702,.0395182,-.0001271,-.0009593,.0000116,.000021,-3.95e-09,-7.08e-09
951,.0148548,.0494948,-.0004138,-.0013868,1.11e-06,.0000372,3.49e-10,-9.89e-09
952,.0079808,.0284259,-.0003478,-.000814,.0000174,.0000449,-5.43e-09,-1.18e-08
953,.0057524,.0582142,-.000198,-.00126,3.61e-06,.0000573,-1.73e-09,-1.76e-08
954,.0032002,.0629118,-.000226,-.0015307,.0000217,.0000666,-7.01e-09,-1.42e-08
955,-.0006229,.0610253,7.84e-07,-.0014473,3.13e-06,.0000651,-2.84e-09,-1.43e-08
956,.0053842,.0577316,-.0002118,-.0014032,.0000117,.0000388,-6.12e-10,-1.07e-08
957,.0085398,.0325383,-.0001724,-.0010307,-.0000117,.0000571,2.35e-09,-1.50e-08
958,.0146266,.016394,-.0004742,-.0006135,6.56e-07,.0000535,5.66e-10,-1.47e-08
959,.0070116,.0427714,-.0001943,-.0010757,-.0000146,.0000194,2.72e-09,-9.65e-09
960,.0068924,.0395312,-.0001266,-.0010934,.0000245,.0000318,-5.47e-09,-1.10e-08
961,.0086431,.0576243,-.0003545,-.0013802,5.99e-06,.0000565,-1.27e-09,-1.46e-08
962,.0050814,.0203575,-.0002285,-.0005166,2.74e-06,.0000434,-1.04e-09,-1.12e-08
963,.0032271,.0351196,-.0001527,-.0009695,3.65e-06,.000057,3.71e-10,-1.42e-08
964,-.0001162,.0429853,.0000635,-.0011453,.0000128,.0000278,-5.38e-09,-8.58e-09
965,.0034349,.0850596,-.0000329,-.001988,-7.08e-06,.0000536,1.36e-09,-1.46e-08
966,.0125347,.0184539,-.0004988,-.0006404,.0000175,.0000381,-1.41e-09,-9.06e-09
967,.0195985,.0756692,-.000828,-.0017304,7.71e-06,.000063,-2.05e-09,-1.53e-08
968,.0078171,.0424378,-.0003253,-.0011531,-.0000128,.0000238,3.09e-09,-6.90e-09
969,.005809,.0563253,-.0003666,-.0013376,3.54e-06,.0000579,-2.38e-09,-1.50e-08
970,.0088266,.0214314,-.0004074,-.0006243,.0000136,.0000562,-4.04e-09,-1.34e-08
971,.0062495,.045708,-.0002496,-.001165,-.0000162,.0000562,5.36e-09,-1.54e-08
972,.0020985,.1150246,-.0001062,-.0026275,.000017,.0000379,-2.42e-09,-1.02e-08
973,.0054747,.054981,-.0002433,-.0013801,-3.60e-06,.0000303,-1.15e-09,-6.66e-09
974,.0125875,.0402856,-.0005417,-.0011542,3.38e-06,.0000472,-3.63e-10,-1.09e-08
975,.0087727,.0479555,-.0002597,-.001226,-2.18e-07,.0000357,3.84e-10,-9.16e-09
976,.0078841,.1136511,-.000302,-.0026144,.0000175,.0000256,-6.59e-09,-7.66e-09
977,.0060402,.0215745,-.0001726,-.0006461,8.61e-06,.000073,-3.20e-09,-1.68e-08
978,.0125918,.0751294,-.0004486,-.0019887,.0000157,.0000221,-3.42e-09,-7.23e-09
979,.0051615,.0726379,-.000291,-.0018091,.0000368,.0000369,-6.83e-09,-8.88e-09
980,.0150466,.031853,-.0004846,-.0010069,-3.41e-06,.000051,-5.82e-10,-1.27e-08
981,.0064039,.032529,-.0003233,-.0008631,-4.80e-06,.0000582,-3.10e-10,-1.34e-08
982,.0009211,.0551083,-.000138,-.0012349,.0000237,.0000454,-7.00e-09,-1.19e-08
983,.0058251,.0533441,-.0001013,-.0013751,.0000208,.0000543,-5.82e-09,-1.05e-08
984,.0102669,.0569123,-.0003365,-.0013443,2.52e-06,.000054,1.47e-10,-1.53e-08
985,.0095991,.01792,-.0004551,-.0005912,.0000276,.000068,-6.56e-09,-1.69e-08
986,.0081193,.0246184,-.0002135,-.0007956,.0000188,.0000592,-9.51e-09,-1.57e-08
987,.0065059,.0404535,-.0003666,-.0010014,.0000159,.0000514,-4.51e-09,-1.34e-08
988,.0211284,.0472945,-.0005193,-.0013665,4.71e-06,.0000486,-9.50e-10,-1.23e-08
989,.001172,.0626587,-.00004,-.0015442,-.0000127,.0000531,1.60e-09,-1.54e-08
990,.0128339,.0323857,-.0002952,-.0009239,.0000131,.0000316,-2.13e-09,-1.12e-08
991,.0106972,.0362614,-.0004734,-.0009653,.0000346,.0000276,-4.38e-09,-9.82e-09
992,.0036703,.0636127,-.0000488,-.0015348,.000012,.0000401,-1.56e-09,-1.29e-08
993,.0007757,.0167097,-.0001251,-.0005431,1.38e-07,.0000281,-7.96e-10,-7.80e-09
994,.0111726,.0410933,-.0004017,-.0010304,3.32e-07,.0000347,6.45e-10,-1.07e-08
995,.0032057,.1087443,-.0001852,-.0023804,-4.05e-06,.0000358,2.03e-09,-1.04e-08
996,.0045265,.0378938,-.0000826,-.0008887,9.13e-06,.0000429,-3.84e-09,-1.38e-08
997,.0093521,.0379128,-.000255,-.001064,.0000137,.0000403,-3.43e-09,-1.30e-08
998,.0026074,.0233901,-.0000431,-.000665,4.67e-06,.0000517,-1.36e-09,-1.38e-08
999,.0030246,.0140586,-.0001531,-.0004079,2.70e-07,.0000695,2.24e-09,-1.90e-08
1000,.0166483,.062262,-.0004959,-.0015974,-.0000115,.0000341,1.90e-09,-9.29e-09
