run,temp,temp2,prec,prec2
145,.0206018,-.0007014,.0000362,-1.03e-08
146,.0135956,-.0004496,.0000135,-5.70e-09
147,.012843,-.0004405,.0000101,-3.31e-09
148,.0215515,-.0007781,.0000274,-8.02e-09
149,.0117168,-.00052,-1.04e-06,-1.51e-09
150,.0145065,-.0005077,6.55e-06,-3.05e-09
151,.0139801,-.000394,-6.96e-06,-5.68e-10
152,.012405,-.0004608,.0000223,-6.82e-09
153,.0119818,-.0004461,.0000254,-7.06e-09
154,.0174022,-.000625,4.10e-06,-2.10e-09
155,.018222,-.0005289,.0000102,-4.85e-09
156,.0198481,-.000526,.0000292,-8.42e-09
157,.0201705,-.0007091,.0000139,-4.08e-09
158,.0200363,-.0007225,2.98e-06,-2.97e-09
159,.013147,-.0004767,7.70e-06,-2.36e-09
160,.0145349,-.0005773,.0000172,-6.47e-09
161,.0126409,-.0005689,.000017,-6.41e-09
162,.0173695,-.0005928,.0000192,-5.93e-09
163,.0119339,-.0004427,.0000154,-4.57e-09
164,.0176469,-.0005961,.0000247,-5.64e-09
165,.0236431,-.0007149,6.52e-06,-4.78e-09
166,.0159146,-.0006045,.000027,-8.53e-09
167,.0080189,-.0003661,.0000266,-6.12e-09
168,.0229386,-.0006909,.000016,-5.40e-09
169,.0199776,-.000647,1.51e-06,-1.74e-09
170,.0142033,-.0005181,.0000166,-4.16e-09
171,.0100157,-.0004395,.000019,-6.14e-09
172,.0143996,-.0004395,.0000133,-3.56e-09
173,.0157817,-.0005471,.0000188,-5.49e-09
174,.0105937,-.0004793,.0000144,-2.82e-09
175,.0067171,-.0003429,.0000247,-7.11e-09
176,.013071,-.000615,.0000183,-7.26e-09
177,.0123051,-.0005029,4.57e-06,-2.22e-09
178,.0112955,-.000491,.0000422,-1.13e-08
179,.0197811,-.0007626,2.00e-07,-2.81e-09
180,.0090765,-.0003735,.000016,-5.39e-09
181,.0094219,-.0002982,.0000137,-5.09e-09
182,.0141913,-.0004203,.0000179,-7.11e-09
183,.0108051,-.0004689,.0000252,-7.72e-09
184,.0163745,-.0005896,.0000237,-6.33e-09
185,.0164022,-.000712,.0000145,-3.64e-09
186,.0143798,-.0006124,3.37e-06,-1.76e-09
187,.0139864,-.0005769,.0000229,-7.46e-09
188,.0156031,-.0005397,6.84e-07,-2.79e-09
189,.0143317,-.0005779,-.0000107,4.79e-10
190,.0140584,-.0004803,5.98e-06,-2.20e-09
191,.0127636,-.0004411,4.16e-06,-2.24e-09
192,.0118865,-.0004572,1.00e-05,-2.99e-09
193,.01235,-.0003995,.0000235,-4.66e-09
194,.0154618,-.0006141,8.48e-06,-2.68e-09
195,.0241438,-.0008085,.0000292,-9.19e-09
196,.0083736,-.0002201,.0000259,-8.05e-09
197,.0180137,-.0007116,.0000205,-5.64e-09
198,.012847,-.0005087,.00002,-5.78e-09
199,.0129427,-.0006096,9.66e-06,-1.64e-09
200,.0149154,-.0004701,.0000206,-5.53e-09
201,.0063446,-.0003322,.0000241,-6.93e-09
202,.0107082,-.0004454,.0000172,-5.75e-09
203,.0149907,-.0005772,6.19e-06,-3.75e-09
204,.011369,-.0003677,.0000291,-9.85e-09
205,.0124696,-.0004867,.0000184,-6.37e-09
206,.012166,-.0005939,.0000309,-7.68e-09
207,.0137117,-.000535,.0000108,-3.19e-09
208,.0174122,-.0006108,.0000149,-6.11e-09
209,.0162971,-.0004392,.0000124,-4.90e-09
210,.0106193,-.0005153,-6.03e-06,-1.13e-09
211,.0103952,-.000406,.000023,-6.87e-09
212,.0162455,-.0005899,.0000139,-5.30e-09
213,.015705,-.0005991,7.08e-06,-2.73e-09
214,.010425,-.0005298,.0000284,-6.85e-09
215,.0134742,-.0005522,.0000221,-6.40e-09
216,.0083114,-.000439,.0000213,-7.56e-09
217,.009133,-.0004326,.0000361,-1.06e-08
218,.0130582,-.0005187,-8.07e-06,-4.77e-10
219,.0123046,-.0004596,.0000137,-4.40e-09
220,.017339,-.0005683,.000032,-1.06e-08
221,.009126,-.0004436,-3.34e-07,-2.84e-09
222,.0214797,-.0006357,-5.75e-06,-3.91e-10
223,.0123191,-.0005031,.0000252,-6.51e-09
224,.0112246,-.0004684,-5.87e-06,1.15e-10
225,.0119802,-.0004119,.0000207,-5.07e-09
226,.0085115,-.0003789,.0000102,-3.70e-09
227,.0045642,-.0002174,.0000403,-9.02e-09
228,.0042357,-.0002548,3.36e-06,-1.89e-09
229,.0102257,-.0005746,-1.14e-06,-1.47e-09
230,.0134782,-.0004618,.0000124,-3.93e-09
231,.015648,-.000477,-8.74e-07,-1.09e-09
232,.0189968,-.0006837,.0000234,-6.50e-09
233,.0129078,-.0004759,.0000293,-1.01e-08
234,.0168676,-.0006061,5.67e-06,-1.41e-09
235,.0202,-.0005984,-6.29e-06,-1.09e-09
236,.0149638,-.0005643,.0000186,-7.48e-09
237,.0167354,-.000542,9.68e-06,-4.45e-09
238,.008677,-.000401,.0000205,-6.43e-09
239,.0157562,-.0005701,.0000192,-5.70e-09
240,.0154725,-.0005905,.0000142,-5.05e-09
241,.0143875,-.0004817,-3.51e-06,-1.46e-09
242,.0112562,-.0004774,.0000136,-3.26e-09
243,.0109637,-.0004944,.0000109,-3.10e-09
244,.0110422,-.0003744,.0000228,-6.42e-09
245,.0126275,-.0005294,.0000317,-7.88e-09
246,.0149537,-.0005267,.0000272,-6.35e-09
247,.0113338,-.000345,.0000261,-7.66e-09
248,.0138294,-.0004956,.0000124,-4.52e-09
249,.0131128,-.0005223,.0000371,-9.43e-09
250,.0129862,-.0005221,7.54e-06,-3.26e-09
251,.0140271,-.0004495,5.54e-06,-2.38e-09
252,.010938,-.000537,.0000305,-8.89e-09
253,.0137674,-.0005012,.0000148,-7.12e-09
254,.0172076,-.0006267,7.46e-06,-2.48e-09
255,.0114109,-.0005023,.0000128,-3.25e-09
256,.0119697,-.0005,.0000229,-7.00e-09
257,.0138849,-.0004953,-.0000148,9.64e-10
258,.0176943,-.0005752,7.05e-07,-4.37e-09
259,.0153646,-.0005133,-4.11e-06,-1.95e-09
260,.0147463,-.0005436,.0000169,-5.25e-09
261,.012723,-.000487,.0000116,-6.39e-09
262,.0144491,-.000521,.0000184,-5.48e-09
263,.0127939,-.000516,.0000127,-5.14e-09
264,.0135519,-.0005212,2.56e-06,-3.25e-09
265,.0107104,-.0004972,.0000148,-4.66e-09
266,.0149217,-.000676,.0000182,-3.38e-09
267,.0123553,-.000477,.0000248,-7.64e-09
268,.0247826,-.0008012,2.89e-06,-3.42e-09
269,.0101616,-.0003525,.000031,-7.58e-09
270,.0078861,-.0002923,.0000132,-6.74e-09
271,.0206373,-.0006866,.0000191,-4.91e-09
272,.011158,-.000409,.0000194,-6.37e-09
273,.0194973,-.0007595,3.41e-06,-2.04e-09
274,.0095891,-.0003854,4.07e-06,-2.42e-09
275,.0174499,-.0006362,.0000146,-3.86e-09
276,.0200215,-.0008034,.0000122,-3.69e-09
277,.020211,-.0005316,5.89e-06,-4.25e-09
278,.0153875,-.0004425,.0000199,-7.17e-09
279,.0192776,-.0007757,.0000172,-3.89e-09
280,.0152368,-.0006303,.0000253,-9.05e-09
281,.0097088,-.0004395,.0000137,-5.53e-09
282,.0082022,-.0003518,-1.96e-06,1.30e-10
283,.0115037,-.0004971,4.94e-06,-2.00e-09
284,.0135143,-.0005614,7.51e-06,-2.91e-09
285,.0054474,-.000205,.0000154,-4.55e-09
286,.0128516,-.0004481,1.36e-06,-3.20e-09
287,.0114075,-.0005044,4.07e-06,-3.25e-09
288,.0116887,-.0004264,9.79e-06,-2.52e-09
289,.0153664,-.0006069,5.39e-06,-2.93e-09
290,.0133991,-.0004932,.0000184,-3.91e-09
291,.0093954,-.0003427,.0000251,-6.01e-09
292,.01728,-.0006786,.000017,-4.46e-09
293,.0163777,-.0005677,.0000268,-7.44e-09
294,.0109074,-.0004651,.0000246,-7.91e-09
295,.0118857,-.000343,4.54e-06,-3.03e-09
296,.0078967,-.0004006,6.25e-06,-2.80e-09
297,.0091672,-.0004125,.0000166,-4.36e-09
298,.0148204,-.0004462,.0000328,-7.81e-09
299,.0089305,-.0003652,5.10e-06,-2.26e-09
300,.0087717,-.0003412,7.27e-06,-2.83e-09
301,.0177558,-.0005032,.0000269,-8.57e-09
302,.025097,-.0007466,.0000166,-4.47e-09
303,.0138442,-.0004823,.0000198,-5.76e-09
304,.0191369,-.000704,5.10e-07,6.42e-10
305,.0125419,-.0004216,.0000192,-3.77e-09
306,.0161707,-.0005858,.0000222,-7.28e-09
307,.0167145,-.0006561,.0000116,-4.78e-09
308,.0135677,-.0005672,.0000143,-4.21e-09
309,.0186736,-.0005788,.0000182,-7.66e-09
310,.0120481,-.0004183,.0000207,-8.31e-09
311,.0118169,-.0004126,.0000203,-7.45e-09
312,.0097012,-.0003208,.0000341,-1.02e-08
313,.0105055,-.000459,5.64e-06,-2.67e-09
314,.0097917,-.0004675,.0000142,-5.87e-09
315,.0115177,-.0004098,.0000151,-5.25e-09
316,.0104709,-.0005041,.0000176,-6.86e-09
317,.0145844,-.0004703,.0000156,-7.15e-09
318,.0178286,-.0007577,.0000171,-6.54e-09
319,.0112218,-.0005128,.0000185,-5.30e-09
320,.0106437,-.0004292,.0000229,-7.47e-09
321,.0088958,-.0004154,.0000184,-4.94e-09
322,.0132105,-.0004735,6.98e-06,-4.09e-09
323,.0083712,-.0003374,.0000141,-4.74e-09
324,.0181573,-.0006362,5.02e-06,-4.11e-09
325,.0112388,-.0004229,.0000195,-6.44e-09
326,.017404,-.000603,.0000179,-6.65e-09
327,.0128214,-.0003763,.0000177,-5.34e-09
328,.0084486,-.0003435,.0000225,-8.20e-09
329,.0088924,-.0004199,.0000172,-6.70e-09
330,.0114518,-.0005842,8.53e-06,-2.20e-09
331,.0135771,-.0006064,.0000188,-6.15e-09
332,.0117978,-.000595,.0000121,-5.64e-09
333,.013166,-.0005323,.0000356,-7.09e-09
334,.0130544,-.0004183,3.84e-06,-3.97e-09
335,.009083,-.0003079,.0000227,-7.90e-09
336,.0151433,-.0005745,9.44e-06,-3.67e-09
337,.0089532,-.0003765,.0000162,-4.58e-09
338,.010281,-.0004431,8.65e-06,-4.26e-09
339,.0103687,-.0004174,1.58e-06,-1.94e-09
340,.0118476,-.0004317,.0000271,-6.42e-09
341,.0130032,-.0004681,.0000143,-4.98e-09
342,.0095428,-.0005317,.0000188,-6.34e-09
343,.0175804,-.0005986,8.81e-06,-4.17e-09
344,.0107246,-.0004052,.0000177,-7.23e-09
345,.0201308,-.0006464,.0000119,-9.00e-11
346,.0092748,-.0003691,.0000292,-8.30e-09
347,.0121854,-.0004671,.0000422,-1.19e-08
348,.0128146,-.0005733,.0000284,-9.31e-09
349,.0106709,-.0004181,.0000242,-8.43e-09
350,.0183473,-.0007487,.0000351,-1.04e-08
351,.014663,-.0005997,.0000177,-5.70e-09
352,.0096026,-.0004074,.0000231,-7.26e-09
353,.0141927,-.0005742,9.30e-06,-3.56e-09
354,.0107733,-.0005185,.0000124,-4.66e-09
355,.0126416,-.0005115,.000012,-3.67e-09
356,.014204,-.0005405,8.80e-06,-4.32e-09
357,.0105269,-.0004252,.0000148,-6.12e-09
358,.0090288,-.0005208,.0000316,-8.48e-09
359,.0095452,-.00042,.0000281,-8.51e-09
360,.0101146,-.0005087,.0000242,-6.29e-09
361,.0154613,-.000561,7.56e-06,-2.92e-09
362,.0118334,-.0004814,1.70e-06,-2.78e-09
363,.0131266,-.0005604,.0000178,-6.81e-09
364,.011699,-.0004688,7.79e-06,-3.80e-09
365,.0080742,-.000286,.0000215,-7.40e-09
366,.0233474,-.0007521,.0000303,-9.64e-09
367,.0154043,-.0006142,.0000186,-5.71e-09
368,.0107409,-.0005361,.0000221,-6.15e-09
369,.0033818,-.0001669,.0000354,-9.61e-09
370,.0090772,-.0003215,.0000223,-4.23e-09
371,.0128114,-.0004791,5.60e-06,-1.37e-09
372,.015266,-.0005329,-2.47e-06,-6.44e-10
373,.01143,-.000473,.0000132,-6.02e-09
374,.0069701,-.0003065,.0000374,-8.14e-09
375,.0121741,-.0005544,-2.55e-06,-2.08e-09
376,.0111143,-.0005091,.0000258,-8.40e-09
377,.0140751,-.000561,.0000239,-8.44e-09
378,.0106093,-.0005638,7.86e-06,-1.49e-09
379,.0098763,-.0003465,.0000329,-9.64e-09
380,.0073044,-.0003336,.0000209,-5.69e-09
381,.0127762,-.0005361,.0000224,-6.72e-09
382,.0193509,-.0006782,9.47e-06,-2.29e-09
383,.0109661,-.0005099,.0000142,-4.69e-09
384,.0135189,-.000514,9.90e-06,-4.15e-09
385,.017601,-.0006327,.0000105,-7.54e-09
386,.0162846,-.000643,7.32e-06,-4.13e-09
387,.0093468,-.0004014,.000025,-7.17e-09
388,.0104704,-.0004071,.0000201,-6.51e-09
389,.0135433,-.0005152,7.39e-06,-1.86e-09
390,.0149884,-.0004682,-2.22e-06,-4.78e-10
391,.0117818,-.0004183,.0000141,-3.16e-09
392,.0227879,-.000884,5.23e-06,-2.49e-09
393,.011337,-.0003808,.0000148,-6.56e-09
394,.0098109,-.0003348,9.92e-06,-3.36e-09
395,.0113758,-.000439,.0000323,-8.42e-09
396,.0088641,-.0003406,.0000282,-7.78e-09
397,.012486,-.0005517,.0000164,-4.84e-09
398,.0266648,-.0007118,-3.56e-06,-2.57e-09
399,.022123,-.0006679,.0000175,-6.92e-09
400,.014068,-.0005477,.0000151,-3.04e-09
401,.0142691,-.0004508,.0000295,-9.55e-09
402,.0131953,-.0005648,.0000131,-3.58e-09
403,.0121547,-.0005537,.0000275,-6.24e-09
404,.0120308,-.000494,.000018,-8.03e-09
405,.0121385,-.0005591,7.67e-06,-2.51e-09
406,.017399,-.0005813,.0000146,-4.73e-09
407,.0100053,-.0003787,.0000149,-4.51e-09
408,.0127495,-.0004371,.0000254,-6.20e-09
409,.010054,-.0004027,.0000326,-1.03e-08
410,.008813,-.0003212,4.33e-06,-4.90e-10
411,.0119794,-.0004472,9.45e-06,-3.32e-09
412,.0103856,-.0003802,.0000244,-8.04e-09
413,.0080991,-.0002908,9.53e-06,-4.15e-09
414,.0140354,-.0005104,2.02e-06,-2.11e-09
415,.0131673,-.0004697,.0000249,-7.29e-09
416,.0090671,-.0002783,6.81e-06,-3.13e-09
417,.0151951,-.0004894,.0000335,-1.01e-08
418,.0099942,-.0004754,.0000259,-7.27e-09
419,.0116147,-.0004683,9.25e-06,-3.53e-09
420,.0109783,-.0003603,.0000146,-6.00e-09
421,.0217191,-.0006946,7.71e-06,-3.40e-09
422,.0187399,-.0005725,-7.53e-06,1.94e-10
423,.0080958,-.000362,.0000129,-2.78e-09
424,.0239403,-.0007541,8.31e-06,-3.51e-09
425,.011129,-.0005023,.0000131,-4.32e-09
426,.0119001,-.0005209,.0000163,-3.76e-09
427,.0098448,-.0003865,.0000138,-6.49e-09
428,.0086215,-.0003999,.0000323,-1.08e-08
429,.0117783,-.0004292,.0000283,-1.02e-08
430,.0156547,-.0005877,.0000376,-1.01e-08
431,.0117115,-.0004177,4.92e-06,-3.42e-09
432,.0140811,-.0004247,7.01e-06,-2.70e-09
433,.0143005,-.0005832,.0000101,-4.36e-09
434,.0096449,-.0004165,.0000247,-9.25e-09
435,.0168167,-.0005658,8.42e-06,-1.98e-09
436,.0140681,-.0005322,.0000244,-6.71e-09
437,.009375,-.00043,.0000118,-3.65e-09
438,.0135347,-.0004245,6.48e-06,-4.02e-09
439,.0167884,-.0005797,9.36e-06,-4.24e-09
440,.01157,-.0004726,6.54e-06,-3.98e-09
441,.010588,-.0004715,.0000168,-4.75e-09
442,.0105801,-.000424,-2.52e-06,6.14e-11
443,.0077838,-.0003204,.0000284,-5.52e-09
444,.0123773,-.0004621,.0000133,-2.93e-09
445,.0139668,-.0005171,.00002,-6.37e-09
446,.0065206,-.000362,.0000254,-7.35e-09
447,.0101677,-.0004557,.0000117,-4.35e-09
448,.0129042,-.0004787,.0000165,-4.37e-09
449,.0105731,-.0003021,.0000294,-8.65e-09
450,.012223,-.0004365,.0000192,-7.64e-09
451,.0103295,-.0004681,.0000186,-4.82e-09
452,.0073702,-.0002926,.0000188,-6.92e-09
453,.0116309,-.0004964,.0000115,-3.53e-09
454,.0183888,-.0005302,9.82e-06,-4.98e-09
455,.0100828,-.0003573,.0000118,-4.42e-09
456,.0142948,-.0005128,.0000387,-7.71e-09
457,.0103863,-.0004596,.0000225,-6.78e-09
458,.0178668,-.0004937,-.0000217,4.22e-09
459,.0084023,-.0002684,.0000117,-4.15e-09
460,.0082089,-.0002918,.0000279,-6.99e-09
461,.0123822,-.0004668,.000017,-4.46e-09
462,.0147254,-.000442,.0000199,-5.88e-09
463,.0041512,-.0001863,3.87e-06,-2.72e-09
464,.0159954,-.0005717,5.57e-06,-3.69e-09
465,.0099617,-.0003942,8.00e-06,-2.11e-09
466,.0162187,-.0006219,8.95e-06,-3.96e-09
467,.0082743,-.0002814,.000037,-1.31e-08
468,.0104521,-.0004298,7.56e-06,-3.90e-09
469,.0101025,-.0003889,.0000296,-7.59e-09
470,.0131129,-.0005335,1.12e-06,-2.49e-09
471,.0113421,-.000399,.0000128,-3.84e-09
472,.0166451,-.0006372,.0000253,-8.71e-09
473,.013692,-.0005184,4.48e-06,-2.52e-09
474,.0118034,-.00047,5.33e-06,-2.65e-09
475,.0109946,-.0004691,.0000213,-7.53e-09
476,.0200864,-.0006668,.0000141,-5.27e-09
477,.017818,-.0005253,.0000248,-7.91e-09
478,.0164409,-.0005556,8.36e-06,-3.74e-09
479,.0134956,-.0005288,1.22e-06,-2.48e-09
480,.0166993,-.0006053,.0000213,-6.58e-09
481,.0122651,-.0004441,.0000376,-9.68e-09
482,.0139986,-.0004991,.0000161,-4.49e-09
483,.0108105,-.0003328,7.60e-06,-2.72e-09
484,.0112152,-.0004432,.0000245,-6.59e-09
485,.0206074,-.0007192,.0000124,-3.90e-09
486,.0076067,-.0003137,.0000309,-8.44e-09
487,.0118924,-.0003642,.0000361,-1.08e-08
488,.0131373,-.0004864,-6.05e-07,-1.99e-09
489,.0190437,-.0006316,5.14e-06,-3.58e-09
490,.0127036,-.0004568,.0000254,-5.91e-09
491,.0124442,-.0004906,.0000198,-5.63e-09
492,.0087817,-.0003795,4.89e-06,-7.48e-10
493,.0110993,-.0003794,.000025,-5.63e-09
494,.0145366,-.0004257,-1.09e-06,5.34e-10
495,.012911,-.000366,.000022,-6.09e-09
496,.0107819,-.0004833,.0000137,-4.79e-09
497,.014148,-.000605,.0000118,-5.32e-09
498,.0164775,-.0005371,5.20e-06,-2.90e-09
499,.0155961,-.0005445,.0000158,-5.94e-09
500,.0075429,-.0002874,.0000109,-3.10e-09
501,.0161053,-.0005775,.000013,-5.06e-09
502,.0120763,-.0005026,.0000212,-6.06e-09
503,.0114924,-.0003181,.000014,-5.71e-09
504,.0126787,-.0004044,.0000127,-4.65e-09
505,.0018657,-.0002106,.000014,-3.34e-09
506,.0147226,-.0006135,.000023,-5.31e-09
507,.0141142,-.0005366,9.41e-06,-2.56e-09
508,.0104759,-.0004653,.000032,-7.87e-09
509,.0105655,-.0005086,.0000121,-5.16e-09
510,.0152258,-.0005976,.0000282,-8.33e-09
511,.005232,-.0001884,.0000138,-3.73e-09
512,.0142083,-.0005065,.0000169,-5.08e-09
513,.0109526,-.0005338,.0000144,-5.68e-09
514,.0089097,-.0003214,.0000159,-3.95e-09
515,.0071852,-.0004605,.0000109,-3.02e-09
516,.0106001,-.0004048,.0000258,-7.27e-09
517,.0127457,-.0005448,.0000126,-4.87e-09
518,.0176616,-.0005781,4.56e-07,-1.81e-09
519,.012324,-.000478,.0000195,-5.79e-09
520,.0148434,-.0005747,3.31e-06,-3.82e-10
521,.0207127,-.0006742,.0000178,-6.11e-09
522,.0177155,-.0006367,6.61e-06,-3.61e-09
523,.0145707,-.0004876,.0000138,-5.62e-09
524,.0059038,-.0003203,.0000196,-6.34e-09
525,.0161728,-.0004992,.0000132,-4.65e-09
526,.0126076,-.0004716,.0000268,-1.02e-08
527,.016608,-.0005098,8.23e-06,-2.79e-09
528,.0106406,-.0004227,.000013,-4.69e-09
529,.0100882,-.0004547,-2.71e-06,-1.54e-09
530,.0100091,-.00052,.0000166,-6.76e-09
531,.0146572,-.0004641,.0000106,-4.59e-09
532,.0128108,-.0004421,.0000112,-4.50e-09
533,.0174327,-.0006399,.0000136,-6.09e-09
534,.0145453,-.0005112,.0000291,-8.21e-09
535,.0122069,-.000512,.0000139,-2.89e-09
536,.0097622,-.0004335,.0000332,-1.05e-08
537,.0186765,-.0007011,.0000138,-3.90e-09
538,.0137897,-.000549,.0000142,-3.14e-09
539,.0235434,-.0006962,.0000198,-5.96e-09
540,.0071055,-.0003528,.0000137,-3.19e-09
541,.0073656,-.0003799,.0000151,-3.95e-09
542,.0053494,-.0001995,.0000151,-5.68e-09
543,.0119437,-.0004692,.0000204,-5.65e-09
544,.0092278,-.0004051,.0000212,-7.09e-09
545,.0084539,-.0004177,.0000134,-3.13e-09
546,.0116996,-.0004576,7.31e-06,-2.17e-09
547,.0130566,-.0004877,.0000111,-5.35e-09
548,.0121172,-.0005217,-4.96e-06,7.86e-10
549,.0059956,-.0004223,.0000127,-2.65e-09
550,.0083289,-.0004336,.0000174,-5.66e-09
551,.0111624,-.0004474,.0000155,-3.99e-09
552,.0068768,-.0002575,.0000129,-4.58e-09
553,.0084142,-.0004136,.000016,-6.52e-09
554,.0123605,-.0005571,.000017,-4.69e-09
555,.0083021,-.0004824,1.36e-06,-1.54e-09
556,.007758,-.0003834,.0000137,-4.56e-09
557,.0219488,-.0007585,5.67e-06,-5.86e-09
558,.010008,-.0003572,6.04e-06,-1.63e-09
559,.0113113,-.0004418,2.54e-06,-1.98e-09
560,.0100436,-.0004085,.0000264,-7.54e-09
561,.0216509,-.0007311,7.65e-06,-7.46e-09
562,.0058438,-.0002314,.000025,-5.84e-09
563,.0033855,-.0002663,.00002,-5.11e-09
564,.014262,-.0005503,.0000183,-4.01e-09
565,.0242895,-.0007888,.0000199,-6.95e-09
566,.0157705,-.0005117,.0000197,-5.65e-09
567,.0079673,-.0002638,.0000348,-1.03e-08
568,.0161658,-.0004271,.0000204,-5.92e-09
569,.0111485,-.0004056,.0000172,-6.74e-09
570,.009265,-.0004393,.0000221,-4.69e-09
571,.0208559,-.0007869,4.03e-06,-4.43e-09
572,.0087866,-.0004188,.0000307,-6.92e-09
573,.012984,-.0005227,.000017,-5.02e-09
574,.0094351,-.0004098,8.38e-06,-3.15e-09
575,.0148652,-.0005739,.0000111,-5.81e-09
576,.014279,-.000549,.00003,-9.39e-09
577,.0129689,-.0004007,.0000179,-7.08e-09
578,.015809,-.0005556,.0000295,-9.84e-09
579,.0146154,-.0006888,3.39e-06,-2.22e-09
580,.0109942,-.0005292,.0000113,-4.12e-09
581,.0048804,-.0002096,6.36e-06,-1.65e-09
582,.0106525,-.0004837,.000011,-3.66e-09
583,.0174225,-.0006087,.0000276,-7.91e-09
584,.014846,-.0005973,3.95e-06,-4.08e-10
585,.0134716,-.0004991,.0000194,-6.24e-09
586,.0038415,-.0002591,2.52e-07,-1.05e-09
587,.0132539,-.0006019,5.71e-06,-2.97e-09
588,.0168966,-.000557,5.10e-06,-3.07e-09
589,.008621,-.0003585,.0000147,-4.09e-09
590,.0151325,-.0004683,.0000116,-3.36e-09
591,.0165429,-.0006668,7.81e-06,-5.14e-09
592,.0122372,-.0004507,8.25e-06,-4.41e-09
593,.0085378,-.0003274,.0000228,-8.23e-09
594,.0131763,-.0005669,.0000329,-4.93e-09
595,.017915,-.0007235,.0000231,-7.74e-09
596,.0178432,-.0006249,-2.01e-06,-2.26e-09
597,.0167332,-.00062,1.41e-06,-2.05e-09
598,.0172626,-.0006978,.0000146,-4.32e-09
599,.0164081,-.000549,.000022,-4.80e-09
600,.0156708,-.000596,-2.15e-06,9.32e-10
601,.0092345,-.0003148,2.00e-06,-1.47e-09
602,.0148146,-.0005385,.000021,-4.82e-09
603,.0144938,-.0005973,.0000166,-3.57e-09
604,.012046,-.0004733,.0000277,-7.55e-09
605,.0149434,-.0005684,8.92e-06,-1.77e-09
606,.0081321,-.0003198,.0000135,-3.66e-09
607,.011243,-.0005936,3.77e-06,-1.51e-09
608,.0097997,-.0003831,.0000246,-7.06e-09
609,.0174578,-.000611,.000011,-2.97e-09
610,.0143881,-.0006774,.0000117,-4.36e-09
611,.017859,-.0006779,.0000332,-8.02e-09
612,.0125097,-.0004682,-1.05e-06,-1.37e-09
613,.0109897,-.000463,.0000133,-2.67e-09
614,.0194971,-.0007952,9.16e-06,-2.22e-09
615,.0082613,-.0003288,.0000163,-4.17e-09
616,.0069355,-.000336,.0000145,-4.05e-09
617,.0127768,-.0004154,9.96e-06,-3.30e-09
618,.0090268,-.0004333,3.94e-06,-3.20e-09
619,.0126928,-.0004319,.0000209,-6.37e-09
620,.0112201,-.0005462,9.89e-06,-4.55e-09
621,.0130584,-.0006451,.0000155,-8.31e-09
622,.0104396,-.0003886,.0000144,-5.66e-09
623,.0114507,-.0004353,.0000106,-5.32e-09
624,.0187213,-.0007332,.0000189,-5.79e-09
625,.0170083,-.0006113,.0000263,-8.30e-09
626,.0141955,-.0004568,.0000145,-5.53e-09
627,.0131755,-.0005128,.0000147,-3.33e-09
